"BHID";"FROM";"TO";"LENGTH";"CODE";"Minéralogie";"Minéralisation";"DESCRIPTION";"Poids(Kg) p";"Poids(Kg) g";"Poids Récupéré (Kg)";"Poids Théorique (Kg)";"Taux de Récupération (%)";"PROJECT"
BF2-TR18-PW;6.2;8.2;;GRE;;;Grès;;;;;;
BF2-TR19-PW;0.0;1.3;;PEL;;;Pélite;;;;;;
BF2-TR19-PW;1.3;2.1;;PEL;;;Pélite altérée;;;;;;
BF2-TR19-PW;2.1;2.5;;ST;QZ;MAL;Structure à quartz + malachite;;;;;;
BF2-TR19-PW;2.5;3.4;;ST;QZ+SDT;;Structure à oxydes + quartz;;;;;;
BF2-TR19-PW;3.4;3.8;;GRE;SDT;;Grès oxydés à veines d'oxydes;;;;;;
BF2-TR19-PW;3.8;4.8;;GRE;;;Grès oxydés;;;;;;
BF2-TR19-PW;4.8;7.6;;GRE;;;Grès;;;;;;
BF2-TR20-PE;0.0;2.5;;;;;Pélite altérée;;;;;;
BF2-TR20-PE;2.5;3.5;;PEL;;;Pélite altérée;;;;;;
BF2-TR20-PE;3.5;3.7;;GRE;;;Grès pélite;;;;;;
BF2-TR20-PE;3.7;3.9;;ST;QZ+SDT;;Structure à oxydes + quartz;;;;;;
BF2-TR20-PE;3.9;4.8;;GRE;;;Grès pélite;;;;;;
BF2-TR20-PE;4.8;7.2;;GRE;;;Grès pélite;;;;;;
BF2-TR21-PW;0.0;2.0;;GRE;;;Grès;;;;;;
BF2-TR21-PW;2.0;3.0;;GRE;;;Grès;;;;;;
BF2-TR21-PW;3.0;3.5;;ST;QZ+SDT;MAL;Structure à oxydes + quartz + malachite;;;;;;
BF2-TR21-PW;3.5;4.2;;ST;QZ+SDT;;Structure oxydes + quartz;;;;;;
BF2-TR21-PW;4.2;4.6;;ST;QZ+SDT;;Structure à quartz + oxydes;;;;;;
BF2-TR21-PW;4.6;5.4;;GRE;SDT;MAL;Grès fracturés avec le remplissage des fractures par oxydes + malachite;;;;;;
BF2-TR21-PW;5.4;6.4;;GRE;;;Grès;;;;;;
BF2-TR21-PW;6.4;7.4;;GRE;;;Grès;;;;;;
BF2-TR22-PW;0.0;0.4;;;;;;;;;;;
BF2-TR22-PW;0.4;1.3;;GRE;QZ+SDT;;Grès fracturé à veinules de quartz + oxydes;;;;;;
BF2-TR22-PW;1.3;2.2;;GRE;QZ+SDT;;Grès fracturé à veinules de quartz + oxydes;;;;;;
BF2-TR22-PW;2.2;2.6;;ST;QZ+SDT;MAL;Structure brèche à éléments de grès à veinules de  quartz + oxydes;;;;;;
BF2-TR22-PW;2.6;3.3;;GRE;QZ+SDT;;Grès fracturé à veinules de quartz + oxydes;;;;;;
BF2-TR22-PW;3.3;4.3;;GRE;;;Grès;;;;;;
BF2-TR22-PW;4.3;4.6;;ST;QZ+SDT;MAL;Structure brèche à  oxyde de fer + quartz + malachite;;;;;;
BF2-TR22-PW;4.6;5.3;;GRE;;;Grès;;;;;;
BF2-TR22-PW;5.3;7.3;;GRE;;;Grès;;;;;;
BKE57A;0.0;1.35;;QTZ;;;Quartz +siderose oxydé à malachites et plage de chalcosine;;;;;;
BKE57;0.0;1.3;;QTZ;;;Quartz +siderose oxydé à malachites et plage de chalcosine;;;;;;
BKE58;0.0;1.4;;QTZ;;;Quartz +siderose oxydé à malachites et plage de chalcosine;;;;;;
BKE59;0.0;1.4;;ANK;;;siderose oxydé +quartz à malachites;;;;;;
BKE60;0.0;1.4;;QTZ;;;Quartz +siderose oxydé à malachites et plage de chalcosine;;;;;;
BKE61;0.0;1.2;;QTZ;;;Quartz +siderose oxydé à malachites et plage de chalcosine;;;;;;
BKE62;0.0;1.35;;QTZ;;;Quartz +siderose oxydé à malachites et plage de chalcosine;;;;;;
BKE63;0.0;1.3;;QTZ;;;Quartz +siderose oxydé à malachites et plage de chalcosine;;;;;;
BKE64;0.0;1.3;;ANK;;;siderose oxydé +quartz à malachites;;;;;;
BKE65;0.0;1.35;;ANK;;;siderose oxydé +quartz à malachites;;;;;;
BKE66;0.0;1.3;;QTZ;;;quartz à traçes malachites et galéne;;;;;;
BKF1-PIT1-R1;0.0;0.8;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R1;0.8;1.8;;ST;Hem,Qtz;Mlk;Structure  a hématite , qtz , oxydés de fer , traces malachite;;;;;;
BKF1-PIT1-R1;1.8;2.8;;ST;Hem,Qtz;Mlk;Structure  a hématite , qtz , élements malachite;;;;;;
BKF1-PIT1-R1;2.8;3.8;;ST;Hem,Qtz;Mlk;Structure  a hématite , qtz , oxydés de fer , traces malachite;;;;;;
BKF1-PIT1-R1;3.8;4.5;;GER;Qtz;;Grésopélites oxydés a élements qtz;;;;;;
BKF1-PIT1-R2;0.0;1.0;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R2;1.0;2.0;;ST;Hem,Qtz;Mlk;Structure  a hématite , qtz , oxydés de fer , traces malachite;;;;;;
BKF1-PIT1-R2;2.0;3.0;;ST;Hem,Qtz;Mlk;Structure  a hématite , qtz , élements malachite;;;;;;
BKF1-PIT1-R2;3.0;4.0;;ST;Bt,Qtz;Mlk;Structure  a barytine , qtz , élements malachite;;;;;;
BKF1-PIT1-R2;4.0;5.0;;GER;Qtz;;Grésopélites oxydés a élements quartz;;;;;;
BKF1-PIT1-R3;0.0;0.5;;GER;Hem;;Grésopélites oxydés a élements hématite;;;;;;
BKF1-PIT1-R3;0.5;1.5;;ST;Hem,Qtz;Mlk;Structure  a hématite , quartz , oxydés de fer , traces malachite;;;;;;
BKF1-PIT1-R3;1.5;2.5;;ST;Hem,Qtz;Mlk;Structure  a hématite , quartz , élements malachite;;;;;;
BKF1-PIT1-R3;2.5;3.5;;ST;Bt,Qtz;Mlk;Structure  a barytine , quartz , élements malachite;;;;;;
BKF1-PIT1-R3;3.5;5.0;;GER;Bt,Qtz;;Grésopélites oxydés a élements quartz , élements barytine;;;;;;
BKF1-PIT3-R17;3.7;4.7;;GRE;;;Grès quartzitique;;;;;;
BKF1-PIT1-R4;0.0;0.8;;ST;Sid,Qtz;;Structure a sidirose , élements quartz , oxydes de fer;;;;;;
BKF1-PIT1-R4;0.8;2.8;;RAS;;;Recouverement au mileu de la fosse;;;;;;
BKF1-PIT1-R4;2.8;3.3;;ST;Sid,Qtz;;Structure a sidirose , élements quartz , oxydes de fer;;;;;;
BKF1-PIT1-R4;3.3;3.8;;ST;Hem,Qtz;Mlk;Structure a hématite , élements quartz , oxydes de fer , traces malachite;;;;;;
BKF1-PIT1-R4;3.8;4.0;;GER;Bt,Qtz;;Grésopélites oxydés a élements quartz , élements barytine;;;;;;
BKF1-PIT1-R5;0.0;0.6;;ST;Sid,Qtz;;Structure a sidirose , élements quartz , oxydes de fer;;;;;;
BKF1-PIT1-R5;0.6;2.4;;RAS;;;Recouverement au mileu de la fosse;;;;;;
BKF1-PIT1-R5;2.4;2.8;;ST;Sid,Qtz;;Structure a sidirose , élements quartz , oxydes de fer;;;;;;
BKF1-PIT1-R5;2.8;3.3;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , oxydes de fer , traces malachite;;;;;;
BKF1-PIT1-R5;3.3;3.5;;GER;Bt,Qtz;;Grésopélites oxydés a élements quartz , élements barytine;;;;;;
BKF1-PIT1-R6;0.0;0.4;;ST;Sid,Qtz;;Structure a sidirose , élements quartz , oxydes de fer;;;;;;
BKF1-PIT1-R6;0.4;2.5;;RAS;;;Recouverement au mileu de la fosse;;;;;;
BKF1-PIT1-R6;2.5;2.8;;ST;Sid,Qtz;Mlk;Structure a sidirose , élements quartz , oxydes de fer , élements malachite;;;;;;
BKF1-PIT1-R6;2.8;3.1;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , oxydes de fer , traces malachite;;;;;;
BKF1-PIT1-R6;3.1;3.3;;GER;Bt,Qtz;;Grésopélites oxydés a élements quartz , élements barytine;;;;;;
BKF1-PIT1-R7;0.0;0.6;;GER;;;Grès oxydés a sidérose , élement quartz , oxydes de fer;;;;;;
BKF1-PIT1-R7;0.6;1.2;;ST;Hem,Qtz;Mlk;Structure a quartz , hématite , malachite;;;;;;
BKF1-PIT1-R7;1.2;3.2;;RAS;;;Recouverement au mileu de la fosse;;;;;;
BKF1-PIT1-R7;3.2;3.5;;ST;Hem,Qtz;Mlk;Structures a quartz , hématite , malachite , oxydes fer;;;;;;
BKF1-PIT1-R7;3.5;3.7;;GER;Bt,Qtz;;Grésopélites altérés a élements quartz , élements barytine;;;;;;
BKF1-PIT1-R8;0.0;0.5;;ST;Sid;;Structure a sidérose , oxydes fer;;;;;;
BKF1-PIT1-R8;0.5;3.0;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , traces malachite;;;;;;
BKF1-PIT1-R8;3.0;3.6;;RAS;;;Recouverement au mileu de la fosse;;;;;;
BKF1-PIT1-R8;3.6;4.2;;ST;Bt,Qtz;Mlk;Structures a quartz , malachite , élements barytine;;;;;;
BKF1-PIT1-R8;4.2;4.4;;GER;Bt,Qtz;;Grésopélites altérés a élements quartz , élements barytine;;;;;;
BKF1-PIT1-R9;0.0;0.7;;ST;Sid;;Structure a sidérose , oxydes fer;;;;;;
BKF1-PIT1-R9;0.7;2.8;;RAS;;;Recouverement au mileu de la fosse;;;;;;
BKF1-PIT1-R9;2.8;3.8;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , traces malachite;;;;;;
BKF1-PIT1-R9;3.8;4.8;;PEL;Bt,Qtz;Mlk;Pélites grèseux altérées a quartz , élements malachites , élements barytine;;;;;;
BKF1-PIT1-R9;4.8;5.0;;GER;Bt,Qtz;;Grésopélites altérés a élements quartz , élements barytine;;;;;;
BKF1-PIT1-R10;0.0;0.8;;GER;Sid,Qtz;;Grès a sidérose , oxydes de fer , élements quartz;;;;;;
BKF1-PIT1-R10;0.8;2.0;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R10;2.0;3.0;;ST;Hem,Qtz;;Structure a hématite , élements quartz , oxydes de fer;;;;;;
BKF1-PIT1-R10;3.0;3.9;;ST;Hem,Qtz;Mlk;Structure a quartz , hématite , oxydes de fer , traces malachite;;;;;;
BKF1-PIT1-R10;3.9;4.7;;ST;Bt,Qtz;Mlk;Structure a quartz , élements barytine , élements malachite;;;;;;
BKF1-PIT1-R11;0.0;1.0;;GER;Sid;;Grès a sidérose , oxydes de fer;;;;;;
BKF1-PIT1-R11;1.0;2.5;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R11;2.5;3.5;;ST;Hem,Qtz;;Structure a quartz , hématite , oxydes de fer , traces malachite;;;;;;
BKF1-PIT1-R11;3.5;4.5;;ST;Hem,Qtz,Bt;Mlk;Structure a quartz , hématite , élements barytine , traces malachite;;;;;;
BKF1-PIT1-R11;4.5;5.0;;GER;;;Grès;;;;;;
BKF1-PIT1-R12;0.0;1.1;;ST;Hem,Sid;;Structure a hématite , sidérose , oxydes de fer;;;;;;
BKF1-PIT1-R12;1.1;2.2;;ST;Bt,Hem;;Structure a barytine , hématite , oxydes fer;;;;;;
BKF1-PIT1-R12;2.2;3.3;;ST;Hem,Qtz;;Structure a hématite , élements quartz , oxydes fer;;;;;;
BKF1-PIT1-R12;3.3;4.4;;ST;Bt,Qtz;Mlk;Structure a quartz , malachite , élements barytine;;;;;;
BKF1-PIT1-R12;4.4;5.0;;GER;;;Grès;;;;;;
BKF1-PIT5-R6;1.7;1.9;;ST;;;;;;;;;
BKF1-PIT1-R13;0.0;1.2;;ST;Sid,Hem;;Structure a  , sidérose , fragments de l'hématite , oxydes de fer;;;;;;
BKF1-PIT1-R13;1.2;2.4;;ST;Hem,Qtz;;Structure a hématite , élements quartz , oxydes fer;;;;;;
BKF1-PIT1-R13;2.4;3.7;;ST;Hem,Qtz;Mlk;Structure a hématite , élements quartz , oxydes fer , traces malachite;;;;;;
BKF1-PIT1-R13;3.7;4.8;;ST;Hem,Qtz,Bt;Mlk;Structure a hématite , quartz , barytine , élements malachite;;;;;;
BKF1-PIT1-R13;4.8;5.0;;GER;;;Grès oxydés;;;;;;
BKF1-PIT1-R14;0.0;1.2;;ST;Hem,Qtz;;Structure a hématite , élements quartz , oxydes fer;;;;;;
BKF1-PIT1-R14;1.2;2.4;;ST;Hem,Qtz;Mlk;Structure a hématite , élements quartz , oxydes fer , traces malachite;;;;;;
BKF1-PIT1-R14;2.4;3.6;;ST;Hem,Qtz,Bt;;Structure a malachite , hématite , élements quartz , élements barytine;;;;;;
BKF1-PIT1-R15;0.0;1.3;;ST;Hem,Qtz,Bt;Mlk;Structure a malachite , hématite , élements quartz , élements barytine;;;;;;
BKF1-PIT1-R15;1.3;2.5;;ST;Bt,Qtz;Mlk;Structure a quartz , barytine , malachite , oxydes fer;;;;;;
BKF1-PIT1-R15;2.5;3.7;;ST;Hem;;Structure a hématite , oxydes fer;;;;;;
BKF1-PIT1-R15;3.7;4.0;;PEL;;;Pélites altérées oxydées;;;;;;
BKF1-PIT1-R16;0.0;1.3;;ST;Hem;;Structure a hématite , oxydes fer;;;;;;
BKF1-PIT1-R16;1.3;2.6;;ST;Hem,Qtz;;Structure a hématite , élements quartz , oxydes fer;;;;;;
BKF1-PIT1-R16;2.6;3.6;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , traces malachite , oxydes fer;;;;;;
BKF1-PIT1-R16;3.6;4.6;;ST;Hem,Qtz;Mlk;Structure a quartz , élements hématite , élements malachite , oxydes fer;;;;;;
BKF1-PIT1-R17;0.0;1.1;;ST;Hem,Qtz;;Structure a hématite , élements qtz , oxydes fer;;;;;;
BKF1-PIT1-R17;1.1;2.2;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
AK-50TRWF13;0;0.9;;ST;;;;;;;;;
BKF1-PIT1-R17;2.2;3.2;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R17;3.2;4.3;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , oxydes fer , traces malachite;;;;;;
BKF1-PIT1-R17;4.3;4.9;;GER;Hem;Mlk;Grès siliceux a élements hématite , oxydes fer , traces malachite;;;;;;
BKF1-PIT1-R18;0.0;1.2;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R18;1.2;2.4;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R18;2.4;3.6;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R18;3.6;4.6;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , oxydes fer , traces malachite;;;;;;
BKF1-PIT1-R18;4.6;5.6;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , oxydes fer , traces malachite;;;;;;
BKF1-PIT1-R19;0.0;2.0;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R19;2.0;3.3;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R19;3.3;4.6;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R19;4.6;5.9;;ST;Hem,Qtz;Mlk;Structure a hématite , quartz , oxydes fer , traces malachite;;;;;;
BKF1-PIT1-R20;0.0;2.1;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R20;2.2;3.2;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R20;3.2;3.3;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R20;3.3;4.5;;GER;Qtz;Mlk;Grèsopélites a élements malachite , élements qtz ,;;;;;;
BKF1-PIT1-R21;0.0;2.2;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R21;2.2;3.5;;ST;Hem,Qtz;;Structure a  quartz , hématite , oxydes fer;;;;;;
BKF1-PIT1-R21;3.5;4.7;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R21;4.7;5.6;;PEL;;;Pélites blanches oxydées;;;;;;
BKF1-PIT1-R21;5.6;6.4;;GER;;Mlk;Grès oxydés a élements malachite;;;;;;
BKF1-PIT1-R22;0.0;1.3;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R22;1.3;2.4;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R22;2.4;3.5;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R22;3.5;4.5;;PEL;Hem;;Pélites grèseux oxydées a hématite , qtz;;;;;;
BKF1-PIT1-R22;4.5;5.5;;GER;Qtz;;Grès a quartz , malachite;;;;;;
BKF1-PIT1-R23;0.0;0.5;;RAS;;;Recouverement;;;;;;
BKF1-PIT1-R23;0.5;1.6;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R23;1.6;2.7;;ST;Hem,Qtz;;Structure a hématite , quartz , oxydes fer;;;;;;
BKF1-PIT1-R23;2.7;3.7;;PEL;;Mlk;Pélites gréseux oxydées a élements malachite;;;;;;
BKF1-PIT1-R23;3.7;4.7;;GER;Qtz;Mlk;Grès a malachite , quartz;;;;;;
BKF1-PIT1-R23;4.7;5.0;;GER;;Mlk;Grès a élements quartz , élements malachite;;;;;;
BKF1-PIT3-R1;0.0;1.0;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R1;1.0;2.8;;ST;Qtz+Bt;;Structure a quartz + barytine + oxydes de fer;;;;;;
BKF1-PIT3-R1;2.8;4.0;;ST;Hem+Qtz+Bt;;Structure a hematite + barytine + quartz + oxydes de fer;;;;;;
BKF1-PIT3-R1;4.0;5.0;;ST;Hem+Qtz+Bt;;Structure a hematite + barytine + quartz + oxydes de fer;;;;;;
BKF1-PIT3-R1;5.0;6.1;;ST;Hem+Bt;;Grès a barytine + hematite + oxydes de fer;;;;;;
BKF1-PIT3-R2;0.0;0.6;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R2;0.6;1.7;;GRE;Bt;;Grès quartzitiques a élements barytine;;;;;;
BKF1-PIT3-R2;1.7;2.8;;GRE;Bt;;Grès quartzitiques oxydées élements barytine;;;;;;
BKF1-PIT3-R2;2.8;3.8;;ST;Bt+Hem;Mlk;Grès quartzitiques a barytine + hématite + oxydes de fer + élements MLK;;;;;;
BKF1-PIT3-R2;3.8;4.8;;ST;Bt+Qtz;Mlk;Structure a barytine + élement quartz + élement malachite + peu des oxydes de fer;;;;;;
BKF1-PIT3-R2;4.8;5.8;;ST;Bt+Hem;Mlk;Structure a barytine + hématite + traces malachites + oxydes de fer;;;;;;
BKF1-PIT3-R2;5.8;6.8;;ST;Bt+Hem;;Structure a barytine + hématite + oxydes de fer;;;;;;
BKF1-PIT3-R2;6.8;7.8;;ST;Bt+Hem;Mlk;Structure a barytine + hématite + élements malachites;;;;;;
BKF1-PIT3-R3;0.0;1.1;;GRE;Bt;;Grès quartzitiques oxydées a élements barytine;;;;;;
BKF1-PIT3-R3;1.1;2.2;;GRE;Bt;;Grès quartzitiques oxydées a élements barytine;;;;;;
BKF1-PIT3-R3;2.2;3.2;;GRE;Bt+Qtz;;Grès quartzitiques oxydées a barytine + élements quartz;;;;;;
BKF1-PIT3-R3;3.2;5.0;;ST;Bt+Hem;Mlk;Structure a barytine + élements hématites + traces malachite;;;;;;
BKF1-PIT3-R3;5.0;7.0;;ST;;Mlk;Structure a barytine + élements hématites + traces malachite;;;;;;
BKF1-PIT3-R4;0.0;1.2;;GRE;Bt+Hem;;Grès quartzitiques a élements barytines + élements hématites;;;;;;
BKF1-PIT3-R4;1.2;2.4;;GRE;Bt+Hem;;Grès quartzitiques a élements barytines + élements hématites + oxydes de fer;;;;;;
BKF1-PIT3-R4;2.4;3.6;;GRE;Bt+Hem;Mlk;Grès quartzitiques a élements barytines + élements hématites + oxydes de fer + traces malachite;;;;;;
BKF1-PIT3-R4;3.6;4.8;;ST;Bt+Hem+Qtz;Mlk;Structures a hématite + barytine + élements quartz + traces malachite;;;;;;
BKF1-PIT3-R4;4.8;6.0;;ST;Bt+Hem+Qtz;Mlk;Structures a hématite + barytine + élements quartz + élements malachite;;;;;;
BKF1-PIT3-R4;6.0;7.4;;ST;Bt+Hem+Qtz;Mlk;Structures a hématite + barytine + quartz + élements malachite + oxydes de fer;;;;;;
BKF1-PIT3-R4;7.4;9.0;;ST;Bt+Hem+Qtz;Mlk;Structures a barytine + hématite + quartz + élements malachite + oxydes de fer;;;;;;
BKF1-PIT3-R5;0.0;1.2;;ST;Bt+Qtz;Mlk;Structure a quartz + barytine + traces malachite;;;;;;
BKF1-PIT3-R5;1.2;2.3;;ST;Bt+Qtz;Mlk;Structure a barytine + quartz + traces malachite;;;;;;
BKF1-PIT3-R5;2.3;3.3;;ST;Bt+Qtz;Mlk;Structure a  quartz + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R5;3.3;4.5;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R5;4.5;6.7;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + élements malachite + oxydes de fer;;;;;;
BKF1-PIT3-R6;0.0;1.1;;ST;Bt+Qtz;;Structure a quartz + barytine + traces malachite;;;;;;
BKF1-PIT3-R32;7.7;9.1;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R6;1.2;2.2;;ST;Bt+Qtz;Mlk;Structure a quartz + barytine + traces malachite;;;;;;
BKF1-PIT3-R6;2.2;3.3;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R18;0.0;0.5;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R6;3.3;4.5;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + barytine + élements malachite;;;;;;
BKF1-PIT3-R6;4.5;5.5;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + barytine + élements malachite;;;;;;
BKF1-PIT3-R7;0.0;1.1;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + élements malachite;;;;;;
BKF1-PIT3-R7;1.1;2.2;;ST;Bt+Hem+Qtz;;Structure a hématite + quartz + élements barytine;;;;;;
BKF1-PIT3-R7;2.2;3.3;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R7;3.3;4.5;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + barytine + élements malachite + traces chrysocolle;;;;;;
BKF1-PIT3-R8;0.0;1.2;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + élements malachite;;;;;;
BKF1-PIT3-R8;1.2;2.4;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R8;2.4;3.6;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R8;3.6;4.7;;ST;Bt+Hem+Qtz;;Structure a quartz + hématite + élements barytine +  oxydes de fer;;;;;;
BKF1-PIT3-R8;4.7;8.8;;ST;Bt+Hem+Qtz;Mlk;Structure a barytine + hématite + quartz + traces malachite;;;;;;
BKF1-PIT3-R9;0.0;0.5;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R9;0.5;1.5;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + barytine + élements hématite +  traces malachite;;;;;;
BKF1-PIT3-R9;1.5;2.8;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + élements barytine + élements malachite;;;;;;
BKF1-PIT3-R9;2.8;4.0;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + barytine + hématite + élements malachite;;;;;;
BKF1-PIT3-R9;4.0;5.0;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + barytine + élements hématite + traces malachite;;;;;;
BKF1-PIT3-R10;0.0;0.5;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R10;0.5;1.5;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + élements barytine + élements malachite;;;;;;
BKF1-PIT3-R10;1.5;2.7;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + élements barytine + élements malachite;;;;;;
BKF1-PIT3-R10;2.7;3.8;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + barytine + élements malachite;;;;;;
BKF1-PIT3-R10;3.8;5.0;;ST;Bt+Hem+Qtz;Mlk;Structure a barytine + quartz + élements hématite + traces malachite;;;;;;
BKF1-PIT3-R11;0.0;1.0;;ST;Hem;Mlk;Structure + hématite + trace malachite;;;;;;
BKF1-PIT3-R11;1.0;2.0;;ST;Bt+Hem+Qtz;;Structure a quartz + élements barytine + élements hématite;;;;;;
BKF1-PIT3-R11;2.0;3.0;;ST;Bt+Hem+Qtz;;Structure a quartz + élements barytine + élements hématite;;;;;;
BKF1-PIT3-R11;3.0;4.0;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + veine quartz + élements barytine + trace malachite;;;;;;
BKF1-PIT3-R12;0.0;1.3;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R12;1.3;2.3;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + élements hématite +  traces malachite + oxydes de fer;;;;;;
BKF1-PIT3-R12;2.3;3.2;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + barytine + élements hématite +  traces malachite + oxydes de fer;;;;;;
BKF1-PIT3-R12;3.2;4.1;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R12;4.1;5.1;;ST;Bt+Qtz;;Structure a quartz élements barytine + oxydes de fer;;;;;;
BKF1-PIT3-R13;0.0;0.4;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R13;0.4;1.4;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + traces malachite + oxydes de fer;;;;;;
BKF1-PIT3-R13;1.4;2.4;;ST;Bt+Hem+Qtz;Mlk;Structure a hématite + quartz + élements barytine + traces malachite + oxydes de fer;;;;;;
BKF1-PIT3-R13;2.4;3.3;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + élements barytine + traces malachite + oxydes de fer;;;;;;
BKF1-PIT3-R13;3.3;3.6;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R13;3.6;4.6;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + hématite + élements barytine + traces malachite;;;;;;
BKF1-PIT3-R13;4.6;5.8;;ST;Bt+Hem+Qtz;Mlk;Structure a quartz + barytine + élements hématite + traces malachite;;;;;;
BKF1-PIT3-R14;0.0;0.4;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R14;0.4;1.6;;ST;Bt+Hem+Qtz;;Structure a hématite + quartz + élements barytine;;;;;;
BKF1-PIT3-R14;1.6;2.6;;ST;Bt+Qtz;Mlk;Structure a quartz + barytine + traces malachite;;;;;;
BKF1-PIT5-R6;1.9;2.9;;ST;;;;;;;;;
BKF1-PIT3-R14;2.6;3.6;;ST;Bt+Qtz;Mlk;Structure a quartz + barytine + traces malachite;;;;;;
BKF1-PIT3-R14;3.6;4.2;;ST;Bt+Hem+Qtz;;Structure a barytine + quartz + élements hématite;;;;;;
BKF1-PIT3-R14;4.2;5.2;;RAS;;;Recouverement;;;;;;
BKF1-PIT3-R15;0.0;0.5;;ST;;;Structure à quatrz + élements hématite;;;;;;
BKF1-PIT3-R15;0.5;1.4;;ST;;;Structure à quatrz + élements hématite;;;;;;
