"BHID";"XCOLLAR";"YCOLLAR";"ZCOLLAR";"DEPTH";"TYPE";"BHT";"SOCIETY";"ORDRE";"Date";"STR";"RIG";"Filon";"PROJECT";"ANNEE";"MOIS";"PAD";"CONTRACTOR";"SEQUENCE";"MACHINE";"START_DATE";"FINISH_DATE"
TRE_FR25_80;531809.5;413306.72;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR26_80;531812.63;413308.22;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR27_80;531815.37;413309.85;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR28_80;531818.63;413311.66;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR30_80;531824.34;413314.65;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR31_80;531827.46;413316.07;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR32_80;531830.59;413317.48;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR33_80;531834.16;413317.93;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR34_80;531837.91;413317.81;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR35_80;531840.61;413318.81;623.0;3.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR36_80;531843.92;413320.6;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR37_80;531847.1;413322.55;623.0;2.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR38_80;531850.86;413324.07;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR39_80;531853.49;413325.23;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR40_80;531857.12;413326.25;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR41_80;531860.3;413327.55;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR42_80;531863.16;413328.81;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR43_80;531866.3;413330.38;623.0;3.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR44_80;531869.18;413332.16;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR45_80;531872.96;413334.15;623.0;3.1;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR46_80;531875.75;413335.26;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR47_80;531879.07;413336.4;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR48_80;531881.35;413337.48;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR49_80;531883.35;413338.56;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR0_80;531741.4;413280.84;623.0;5.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR1_80;531742.4;413281.84;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR2_80;531741.1;413281.32;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR3_80;531739.66;413280.73;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR4_80;531737.81;413279.77;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR5_80;531735.71;413278.99;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR6_80;531734.23;413278.29;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR7_80;531732.89;413277.85;623.0;2.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR8_80;531731.64;413277.29;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR9_80;531730.05;413276.96;623.0;2.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR10_80;531728.49;413276.89;623.0;2.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR11_80;531727.5;413276.41;623.0;2.7;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR12_80;531726.42;413275.67;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR13_80;531723.74;413273.82;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR14_80;531721.01;413272.69;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR15_80;531719.32;413272.01;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR16_80;531717.58;413271.51;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR17_80;531715.8;413270.97;623.0;2.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR18_80;531714.3;413270.28;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR19_80;531712.91;413269.93;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR20_80;531711.1;413269.49;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR21_80;531709.37;413268.86;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR22_80;531707.39;413267.67;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR23_80;531705.18;413267.09;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR24_80;531702.57;413266.67;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR25_80;531700.18;413265.88;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR26_80;531698.06;413264.65;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR27_80;531696.36;413263.13;623.0;3.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR28_80;531694.13;413262.09;623.0;3.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR29_80;531690.95;413260.99;623.0;3.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR30_80;531687.95;413259.8;623.0;3.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR31_80;531685.31;413258.75;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR32_80;531682.28;413257.84;623.0;2.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR33_80;531679.37;413257.04;623.0;3.1;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR34_80;531676.47;413256.24;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR35_80;531673.78;413255.54;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR36_80;531670.92;413254.95;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR37_80;531668.11;413253.88;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR38_80;531665.56;413253.22;623.0;3.1;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR39_80;531662.3;413252.26;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR40_80;531659.23;413251.25;623.0;3.1;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR41_80;531655.65;413250.34;623.0;2.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR42_80;531652.23;413249.29;623.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR43_80;531648.8;413248.03;623.0;3.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR44_80;531645.96;413246.91;623.0;2.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR45_80;531642.84;413245.26;623.0;2.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR46_80;531639.01;413244.35;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR47_80;531635.77;413242.05;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR48_80;531632.63;413240.55;623.0;2.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR49_80;531629.29;413240.39;623.0;2.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR50_80;531626.16;413239.49;623.0;1.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR51_80;531622.47;413239.0;623.0;2.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR52_80;531619.15;413238.58;623.0;2.7;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR53_80;531614.93;413238.39;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR54_80;531611.16;413236.51;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR55_80;531607.96;413234.7;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR56_80;531605.2;413233.19;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR57_80;531601.51;413231.95;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR1_65;531777.59;413307.55;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR2_65;531776.29;413307.0;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR3_65;531774.98;413306.46;646.0;2.9;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR4_65;531773.9;413306.21;646.0;3.8;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR5_65;531771.9;413305.19;646.0;3.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR6_65;531768.17;413303.64;646.0;3.7;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR7_65;531766.54;413303.06;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
GT-80MARR65;531912.92;413343.45;623.0;3.2;RN;"3";CMO;;;;;;;;;;;;;;
TRW_FR9_65;531762.49;413300.78;646.0;3.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR10_65;531757.85;413299.19;646.0;3.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR11_65;531754.09;413298.24;646.0;3.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR13_65;531746.95;413295.42;646.0;3.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR14_65;531743.95;413293.97;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR15_65;531740.58;413292.81;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR16_65;531738.84;413291.4;646.0;2.7;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR17_65;531735.08;413290.17;646.0;3.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR18_65;531731.13;413288.9;646.0;3.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR19_65;531726.31;413286.95;646.0;3.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR20_65;531722.04;413285.03;646.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR21_65;531719.25;413284.02;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR22_65;531716.28;413282.71;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR23_65;531713.75;413281.95;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR24_65;531709.78;413280.9;646.0;2.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR25_65;531707.67;413280.17;646.0;2.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR26_65;531703.96;413278.82;646.0;2.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR27_65;531700.35;413276.71;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR28_65;531695.95;413275.15;646.0;3.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR29_65;531692.53;413273.69;646.0;3.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR30_65;531689.87;413272.42;646.0;3.3;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR31_65;531686.74;413271.65;646.0;2.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR35_65;531670.18;413266.41;646.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR36_65;531666.83;413265.14;646.0;3.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR37_65;531662.94;413264.88;646.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR38_65;531659.52;413263.68;646.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR39_65;531659.23;413263.5;646.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR40_65;531658.92;413263.42;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR41_65;531658.14;413263.6;646.0;2.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR42_65;531655.88;413262.84;646.0;2.4;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR43_65;531653.02;413261.64;646.0;1.6;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR44_65;531647.15;413260.21;646.0;1.7;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR45_65;531642.61;413259.46;646.0;2.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR46_65;531639.45;413258.29;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR47_65;531634.0;413256.64;646.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR48_65;531628.14;413252.77;644.75;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR49_65;531624.98;413250.66;644.72;2.5;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR51_65;531615.54;413248.41;643.38;2.8;RN;"3";CMO;"5";;;;;;;;;;;;;
TRW_FR52_65;531612.22;413246.94;643.06;2.8;RN;"3";CMO;"6";;;;;;;;;;;;;
TRW_FR53_65;531607.48;413245.37;642.77;2.8;RN;"3";CMO;"7";;;;;;;;;;;;;
TRW_FR54_65;531602.48;413243.91;642.99;3.0;RN;"3";CMO;"8";;;;;;;;;;;;;
TRE_FR50_80;531888.35;413329.48;623.0;3.2;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR51_80;531891.35;413328.48;623.0;3.1;RN;"3";CMO;"3";;;;;;;;;;;;;
TRE_FR52_80;531892.37;413330.37;623.0;2.8;RN;"3";CMO;"3";;;;;;;;;;;;;
GT-80MARR53;531894.38;413331.63;623.0;3.2;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR54;531895.79;413332.81;623.0;2.9;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR55;531897.27;413335.56;623.0;2.9;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR56;531899.64;413333.63;623.0;3.0;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR57;531901.35;413334.63;623.0;3.0;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR69;531918.35;413343.45;623.0;3.0;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR71;531920.23;413349.12;623.0;3.0;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR60;531905.13;413339.34;623.0;3.2;RN;"3";CMO;;;;;;;;;;;;;;
GT-80MARR62;531907.21;413342.67;623.0;2.8;RN;"3";CMO;;;;;;;;;;;;;;
TRW_FR58_80;531600.51;413226.95;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR59_80;531598.67;413225.85;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
TRW_FR60_80;531597.16;413224.05;623.0;3.0;RN;"3";CMO;"3";;;;;;;;;;;;;
GT-RN-ZW-R1;531610.009;413269.746;691.9;2.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-RN-ZW-R2;531614.321;413270.481;691.39;3.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-RN-ZW-R3;531619.984;413272.086;691.15;2.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-RN-ZW-R4;531626.467;413272.784;690.92;3.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-RN-ZW-R5;531633.06;413274.472;691.05;4.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-RN-ZW-R6;531639.778;413276.813;691.19;4.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-RN-ZW-R7;531647.691;413279.093;691.82;4.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-RN-ZW-R8;531654.124;413281.108;692.27;2.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR1;531764.1869;413315.7901;676.19;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR2;531765.9554;413316.3237;676.19;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR3;531767.724;413316.9907;676.19;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR4;531770.894;413317.9912;675.99;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR5;531773.8638;413319.025;675.58;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR6;531776.3665;413319.8588;675.58;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR7;531779.1694;413320.7259;675.0;2.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR8;531781.8389;413321.4596;674.88;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR9;531786.1653;413322.2152;674.36;3.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR10;531788.6451;413322.9348;674.13;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR11;531792.3249;413324.2139;674.13;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR12;531795.5194;413325.6647;674.11;2.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR13;531799.468;413327.3623;674.09;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR14;531801.3651;413328.2442;673.94;3.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR15;531803.8137;413329.2804;674.08;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR16;531805.9534;413330.493;673.95;2.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR17;531808.2388;413331.093;673.86;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR18;531810.9278;413331.9113;673.14;2.9;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR19;531813.5233;413332.7219;673.14;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR20;531816.8603;413333.6715;672.93;2.2;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR21;531819.224;413334.4126;672.93;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR22;531822.8585;413335.9643;672.68;3.2;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR23;531826.5659;413338.6865;672.36;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR24;531829.0248;413340.161;672.36;2.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR25;531831.7864;413341.5977;672.21;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR26;531834.7372;413342.5808;671.9;2.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR27;531838.5958;413342.9588;671.72;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR29;531844.9572;413344.3461;671.53;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR30;531849.3868;413346.1988;671.51;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR31;531852.4682;413348.0754;671.3;2.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR32;531855.847;413349.6935;670.71;2.2;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR33;531857.5238;413350.5029;670.71;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR34;531859.9552;413351.4872;670.92;2.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR35;531862.325;413352.6407;670.91;3.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR36;531864.9969;413353.9746;670.91;2.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR37;531867.7543;413355.8041;670.63;2.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR38;531870.3784;413356.7724;670.44;3.2;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR39;531873.6484;413357.9425;670.44;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR40;531876.3936;413358.467;670.16;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR41;531879.825;413359.0319;670.16;2.9;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR42;531883.0836;413359.5975;669.91;3.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR43;531885.8597;413361.6784;669.72;2.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR44;531889.289;413363.6369;669.67;3.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR45;531892.0243;413365.0649;669.67;2.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR46;531894.5147;413366.493;669.67;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR47;531888.1096;413362.9977;669.79;2.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR48;531889.901;413363.9856;669.79;2.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR49;531892.2178;413364.8806;669.79;2.8;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRE-FR50;531895.1215;413366.3317;669.71;2.3;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR51;531898.7667;413368.1837;669.71;3.1;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR52;531901.0834;413369.2642;669.53;3.4;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR53;531904.1105;413370.1592;669.28;2.4;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR54;531908.7752;413370.9002;668.91;2.6;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR56;531913.3846;413372.422;668.75;2.2;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR57;531916.9292;413372.1423;668.63;3.4;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR58;531920.2251;413371.7074;668.63;2.8;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRE-FR59;531925.6351;413371.3657;668.63;3.5;RN;"3";CMO;"2023";;;;;;;;;;;;;
GT-ZE-TRW-FR1;531717.1951;413300.068;678.64;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR2;531714.19;413299.1242;678.53;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR3;531710.9704;413298.0087;677.91;1.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR4;531708.9527;413297.7513;677.91;1.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR5;531707.0638;413296.5071;677.7;2.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR6;531705.132;413295.3488;677.7;2.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR7;531703.7583;413294.5766;677.7;1.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR8;531701.9123;413293.5469;676.86;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR9;531699.2937;413292.0025;676.86;2.2;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR10;531697.1472;413291.0586;676.4;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR11;531695.1725;413290.5009;676.0;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR12;531693.1977;413289.5142;675.5;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR13;531690.7508;413288.5703;675.0;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR14;531688.6043;413287.841;675.0;2.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR15;531685.8569;413286.5539;674.0;2.0;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR16;531683.7104;413285.8246;673.5;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR17;531679.4074;413284.0172;673.1;2.1;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR18;531677.1437;413282.886;673.1;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR19;531675.0976;413280.8412;673.1;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR20;531672.2243;413279.9276;673.09;2.3;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR21;531669.8735;413280.4062;673.09;2.4;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR22;531667.7839;413279.8841;673.35;2.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR23;531665.6072;413279.101;673.35;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR24;531664.1706;413278.4919;673.35;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR25;531662.5141;413277.8702;673.32;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR26;531660.8405;413277.0339;673.32;2.5;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR27;531658.9025;413276.1976;673.32;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR28;531657.0967;413275.6914;673.18;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR29;531655.2909;413275.1852;673.18;2.6;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR30;531653.2648;413274.701;673.29;2.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR31;531651.5471;413273.2044;673.29;2.9;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR32;531652.4815;413273.8956;673.29;2.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR33;531650.4076;413272.7167;673.0;2.7;RN;"3";CMO;"1";;;;;;;;;;;;;
GT-ZE-TRW-FR34;531649.1921;413271.8235;672.89;3.2;RN;"3";CMO;"1";;;;;;;;;;;;;
