"BHID";"XCOLLAR";"YCOLLAR";"ZCOLLAR";"DEPTH";"TYPE";"BHT";"SOCIETY";"ORDRE";"Date";"STR";"RIG";"Filon";"PROJECT";"ANNEE";"MOIS";"PAD";"CONTRACTOR";"SEQUENCE";"MACHINE";"START_DATE";"FINISH_DATE"
BN-80TrTaille01B0F57;525994.77;407122.06;660.78;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F58;525993.4;407122.61;660.82;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F59;525992.21;407123.07;660.88;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F6;526078.85;407117.26;661.89;1.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F60;525990.49;407123.51;661.0;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F61;525989.44;407123.81;661.14;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F62;525987.97;407124.23;661.13;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F63;525986.38;407124.52;661.22;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F64;525984.56;407124.78;661.07;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F65;525982.81;407125.0;661.02;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F66;525981.24;407125.18;660.98;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F67;525979.18;407125.61;660.98;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F68;525977.26;407125.65;660.92;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F69;525975.46;407126.26;660.91;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F7;526077.0;407117.62;662.31;0.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F70;525973.94;407126.26;660.86;0.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F71;525972.48;407126.35;660.89;0.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F72;525970.99;407126.58;660.94;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F73;525968.99;407126.78;660.88;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F74;525967.45;407126.7;661.0;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F75;525965.97;407126.69;661.1;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F76;525964.54;407126.74;661.2;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F77;525962.76;407126.54;660.96;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F78;525961.42;407126.4;660.99;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F79;525959.73;407126.1;661.01;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F8;526075.2;407118.02;662.37;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F80;525958.39;407125.93;661.0;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F81;525956.5;407126.07;661.16;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F82;525955.29;407126.42;661.22;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F83;525953.53;407126.6;661.13;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F84;525951.96;407127.38;660.99;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F85;525951.07;407128.16;661.1;0.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F86;525950.03;407128.95;661.38;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F87;525948.88;407129.47;661.64;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F88;525947.99;407129.76;661.63;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F89;525947.02;407129.69;661.62;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F9;526073.53;407118.31;661.99;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F90;525945.89;407129.88;661.67;2.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F91;525944.7;407129.63;661.77;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F92;525943.65;407129.9;661.69;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F93;525942.79;407129.53;661.58;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F94;525941.72;407129.83;661.69;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F95;525939.7;407129.76;661.93;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F96;525937.9;407130.46;661.9;0.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F97;525935.92;407130.6;661.9;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F98;525934.26;407131.04;661.9;0.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B0F99;525932.58;407131.0;661.9;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F1;526086.31;407124.94;674.21;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F10;526101.49;407123.31;674.62;0.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F11;526103.31;407123.07;674.64;0.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F12;526104.62;407123.01;674.73;1.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F13;526106.51;407123.16;674.95;1.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F15;526107.96;407123.29;674.96;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F16;526110.0;407123.04;674.98;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F17;526111.76;407122.57;675.14;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F18;526113.72;407121.98;675.32;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F19;526115.39;407121.08;675.63;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F2;526087.97;407125.09;674.23;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F20;526117.21;407120.19;675.71;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F21;526119.1;407119.49;675.65;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F23;526120.59;407119.98;675.39;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F24;526122.49;407119.56;675.42;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F25;526124.19;407119.3;675.47;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F26;526126.03;407118.89;675.53;1.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F27;526128.09;407118.59;675.59;0.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F28;526129.79;407118.28;675.59;0.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F29;526133.2;407117.31;675.68;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F3;526090.14;407125.01;674.26;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F30;526135.36;407117.03;675.43;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F31;526137.25;407116.78;675.33;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F32;526138.86;407116.43;675.2;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F33;526140.05;407115.99;675.05;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F34;526141.46;407115.29;674.82;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F35;526142.56;407114.91;674.58;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F36;526143.84;407114.52;674.35;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F39;526147.94;407113.32;673.37;2.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F4;526091.8;407124.91;674.28;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F40;526149.86;407112.88;673.26;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F41;526151.29;407113.02;673.21;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F42;526152.74;407112.94;673.17;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F43;526154.16;407112.78;673.06;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F44;526155.68;407112.31;672.99;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F45;526156.76;407112.11;672.98;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F46;526158.55;407111.77;672.86;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F47;526160.07;407111.33;672.71;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F48;526161.53;407111.24;672.21;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F49;526162.79;407111.31;671.71;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F5;526093.33;407124.66;674.35;1.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F50;526163.98;407111.37;671.71;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F51;526164.84;407111.36;671.71;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F52;526165.83;407111.16;671.71;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F6;526095.08;407124.63;674.42;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F7;526096.68;407124.4;674.49;0.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B1F8;526098.36;407123.97;674.56;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F1;526054.53;407124.04;668.4;0.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F10;526040.43;407126.59;667.8;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F11;526038.39;407126.93;667.8;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F12;526036.23;407127.33;668.1;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F13;526033.85;407127.7;668.0;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F14;526031.75;407127.82;667.9;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F15;526029.07;407127.51;667.9;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F16;526027.07;407127.33;668.23;0.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F17;526024.92;407127.23;667.93;1.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F18;526022.61;407127.07;667.6;0.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F19;526020.72;407126.98;667.37;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F2;526052.15;407124.73;668.4;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F20;526018.3;407127.09;667.31;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F21;526015.95;407127.15;667.37;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F22;526014.07;407127.27;667.19;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F23;526012.33;407127.42;667.14;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F24;526010.89;407127.45;667.18;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F25;526009.21;407127.53;667.19;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F26;526007.89;407127.53;667.1;0.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F27;526006.52;407127.57;667.13;0.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F28;526005.17;407127.71;667.15;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F29;526003.35;407128.04;667.15;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F3;526050.87;407125.08;668.5;1.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F30;526001.36;407128.46;667.13;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F31;525999.5;407128.66;667.17;0.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F32;525997.88;407128.86;667.13;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F33;525995.54;407129.69;667.06;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F34;525994.11;407130.05;667.0;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F35;525992.13;407130.51;667.09;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F36;525989.79;407130.6;667.3;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F37;525986.03;407130.41;667.11;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F38;525984.11;407130.42;666.78;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F39;525981.6;407130.55;666.68;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F4;526049.57;407125.26;668.4;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F40;525978.85;407131.01;666.78;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F41;525976.48;407131.56;666.85;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F42;525973.96;407131.98;666.89;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F43;525972.07;407132.52;666.87;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F44;525969.37;407133.21;666.85;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F45;525966.73;407133.97;666.82;1.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F46;525964.68;407134.4;666.82;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F47;525963.22;407134.14;666.84;1.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F48;525961.58;407134.2;666.8;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F49;525960.33;407134.12;666.74;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F5;526048.44;407125.37;668.3;1.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F50;525959.08;407133.75;666.64;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F51;525957.54;407133.36;666.55;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F52;525956.23;407133.53;666.76;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F53;525954.79;407133.67;666.89;2.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F54;525953.27;407134.2;666.91;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F55;525951.77;407134.78;666.88;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F56;525950.23;407135.04;666.9;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F57;525948.63;407135.3;667.01;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F58;525946.53;407136.08;667.19;2.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F6;526047.38;407125.48;668.2;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F7;526045.89;407125.62;668.0;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F8;526044.34;407125.92;667.8;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B2F9;526042.92;407125.97;667.6;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F1;526014.27;407130.31;671.63;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F10;525999.05;407134.96;672.0;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F11;525998.09;407135.29;672.03;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F12;525996.26;407135.82;672.1;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F13;525994.21;407135.99;672.17;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F14;525992.16;407136.31;672.23;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F15;525990.11;407136.38;672.28;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F16;525989.14;407136.36;672.3;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F17;525988.23;407136.34;672.32;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F18;525987.1;407136.54;672.24;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F19;525986.09;407136.68;672.24;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F20;525983.32;407137.08;673.69;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F21;525982.01;407137.42;673.69;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F22;525980.48;407137.71;673.69;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F23;525979.22;407137.81;673.69;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F24;525977.88;407138.13;673.69;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F25;525976.33;407138.3;673.69;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F26;525975.12;407138.46;673.69;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F27;525973.92;407138.96;673.69;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F28;525972.66;407139.48;673.69;1.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F29;525971.27;407139.98;673.69;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F30;525969.48;407139.99;673.85;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F31;525967.4;407139.24;674.23;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F32;525965.12;407138.77;674.61;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F34;525960.99;407139.54;673.75;2.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F35;525958.68;407140.25;673.85;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F36;525956.48;407141.35;673.8;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F37;525953.97;407142.02;673.74;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F38;525951.26;407142.44;673.73;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F39;525948.87;407142.17;673.76;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F4;526007.6;407132.59;671.79;0.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F40;525947.17;407141.67;673.82;2.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F41;525945.92;407142.04;673.8;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F42;525944.82;407142.09;674.15;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F43;525943.44;407142.27;674.71;2.4;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F44;525942.17;407142.8;674.57;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F45;525940.94;407143.3;674.52;1.8;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F46;525939.58;407143.68;674.53;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F47;525938.26;407143.84;674.47;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F48;525937.29;407144.47;674.38;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F49;525935.65;407144.75;674.39;2.0;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F5;526004.81;407133.11;671.84;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F50;525933.96;407145.46;674.39;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F51;525932.51;407146.21;674.39;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F52;525930.9;407146.67;674.39;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F53;525928.93;407147.37;674.39;2.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F54;525926.22;407148.0;674.39;1.7;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F55;525923.73;407148.02;674.39;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F56;525921.57;407148.27;674.39;2.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F57;525919.32;407148.41;674.39;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F58;525917.16;407148.52;674.39;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F6;526003.78;407133.39;671.88;1.5;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F7;526002.82;407133.69;671.89;1.3;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B3F9;526001.05;407134.4;671.94;1.9;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B4F10;526030.31;407141.71;682.7;2.1;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B4F11;526031.7;407141.63;683.0;2.2;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
BN-80TrTaille01B4F12;526033.38;407141.36;682.9;2.6;RN;"3";CMO;"1";;;;;BNHS_0626;;;;;;;;
