"BHID";"AT";"BRG";"DIP";"PROJECT"
BOU_PH1A_016;87.0;357.46;-74.33;
BOU_PH1A_016;90.0;357.43;-74.52;
BOU_PH1A_016;93.0;357.5;-74.64;
BOU_PH1A_016;96.0;357.61;-74.7;
BOU_PH1A_016;99.0;357.54;-74.75;
BOU_PH1A_016;102.0;357.75;-74.83;
BOU_PH1A_016;105.0;357.82;-74.68;
BOU_PH1A_016;108.0;357.61;-74.85;
BOU_PH1A_016;111.0;357.64;-74.89;
BOU_PH1A_016;114.0;358.09;-74.83;
BOU_PH1A_016;117.0;357.87;-74.91;
BOU_PH1A_016;120.0;357.92;-74.87;
BOU_PH1A_016;123.0;357.86;-75.09;
BOU_PH1A_016;126.0;357.72;-74.97;
BOU_PH1A_016;129.0;357.53;-75.16;
BOU_PH1A_016;132.0;357.59;-75.19;
BOU_PH1A_016;135.0;356.7;-75.21;
BOU_PH1A_016;138.0;356.34;-75.16;
BOU_PH1A_016;141.0;356.65;-75.14;
BOU_PH1A_016;144.0;356.11;-75.21;
BOU_PH1A_016;147.0;356.22;-75.13;
BOU_PH1A_016;150.0;356.43;-75.19;
BOU_PH1A_016;153.0;355.85;-75.23;
BOU_PH1A_016;156.0;356.1;-75.3;
BOU_PH1A_016;159.0;355.96;-75.36;
BOU_PH1A_016;162.0;355.51;-75.35;
BOU_PH1A_016;165.0;354.87;-75.51;
BOU_PH1A_016;168.0;355.2;-75.49;
BOU_PH1A_016;171.0;354.79;-75.47;
BOU_PH1A_016;174.0;354.92;-75.54;
BOU_PH1A_016;177.0;354.77;-75.47;
BOU_PH1A_016;180.0;354.93;-75.54;
BOU_PH1A_016;183.0;354.82;-75.46;
BOU_PH1A_016;186.0;354.91;-75.57;
BOU_PH1A_016;189.0;354.96;-75.65;
BOU_PH1A_016;192.0;355.05;-75.69;
BOU_PH1A_016;195.0;354.76;-75.9;
BOU_PH1A_016;198.0;354.36;-75.99;
BOU_PH1A_016;201.0;354.41;-76.03;
BOU_PH1A_016;204.0;354.42;-76.25;
BOU_PH1A_016;207.0;354.2;-76.35;
BOU_PH1A_016;210.0;354.04;-76.49;
BOU_PH1A_016;213.0;353.83;-76.62;
BOU_PH1A_016;216.0;353.95;-76.73;
BOU_PH1A_016;219.0;353.57;-76.8;
BOU_PH1A_016;222.0;354.44;-76.83;
BOU_PH1A_016;225.0;353.94;-76.88;
BOU_PH1A_016;228.0;354.13;-76.92;
BOU_PH1A_016;231.0;354.4;-76.96;
BOU_PH1A_016;234.0;354.48;-76.89;
BOU_PH1A_016;237.0;354.31;-76.84;
BOU_PH1A_016;240.0;354.44;-76.91;
BOU_PH1A_016;243.0;354.57;-76.89;
BOU_PH1A_016;246.0;354.53;-76.85;
BOU_PH1A_016;249.0;354.51;-76.85;
BOU_PH1A_016;252.0;354.49;-76.83;
BOU_PH1A_016;255.0;355.2;-76.77;
BOU_PH1A_016;258.0;355.14;-76.71;
BOU_PH1A_016;261.0;355.09;-76.78;
BOU_PH1A_016;264.0;355.46;-76.69;
BOU_PH1A_016;267.0;355.96;-76.67;
BOU_PH1A_016;270.0;355.86;-76.69;
BOU_PH1A_016;273.0;355.7;-76.69;
BOU_PH1A_016;276.0;355.99;-76.63;
BOU_PH1A_016;279.0;356.13;-76.59;
BOU_PH1A_016;282.0;356.08;-76.66;
BOU_PH1A_016;285.0;356.54;-76.69;
BOU_PH1A_016;288.0;356.02;-76.62;
BOU_PH1A_016;291.0;356.5;-76.64;
BOU_PH1A_016;294.0;356.05;-76.71;
BOU_PH1A_016;297.0;356.5;-76.77;
BOU_PH1A_016;300.0;356.52;-76.64;
BOU_PH1A_016;303.0;356.46;-76.75;
BOU_PH1A_016;306.0;356.53;-76.68;
BOU_PH1A_016;309.0;356.45;-76.74;
BOU_PH1A_016;312.0;356.3;-76.6;
BOU_PH1A_016;315.0;356.54;-76.68;
BOU_PH1A_016;318.0;356.13;-76.62;
BOU_PH1A_016;321.0;356.69;-76.49;
BOU_PH1A_016;324.0;356.47;-76.61;
BOU_PH1A_016;327.0;356.61;-76.56;
BOU_PH1A_016;330.0;356.77;-76.58;
BOU_PH1A_016;333.0;356.61;-76.45;
BOU_PH1A_016;336.0;356.85;-76.56;
BOU_PH1A_016;339.0;356.94;-76.5;
BOU_PH1A_016;342.0;356.98;-76.45;
BOU_PH1A_016;345.0;356.71;-76.46;
BOU_PH1A_016;348.0;356.78;-76.39;
BOU_PH1A_016;351.0;357.18;-76.41;
BOU_PH1A_016;354.0;356.95;-76.32;
BOU_PH1A_016;357.0;356.8;-76.31;
BOU_PH1A_016;360.0;356.83;-76.46;
BOU_PH1A_016;363.0;357.05;-76.29;
BOU_PH1A_016;366.0;357.07;-76.37;
BOU_PH1A_016;369.0;356.72;-76.35;
BOU_PH1A_016;372.0;357.59;-76.34;
BOU_PH1A_016;375.0;357.6;-76.4;
BOU_PH1A_016;378.0;357.82;-76.25;
BOU_PH1A_016;381.0;357.61;-76.41;
BOU_PH1A_016;384.0;357.47;-76.41;
BOU_PH1A_016;387.0;357.84;-76.35;
BOU_PH1A_016;390.0;358.01;-76.37;
BOU_PH1A_016;393.0;357.97;-76.39;
BOU_PH1A_016;396.0;357.95;-76.35;
BOU_PH1A_016;399.0;357.45;-76.34;
BOU_PH1A_016;402.0;357.95;-76.32;
BOU_PH1A_016;405.0;357.6;-76.33;
BOU_PH1A_016;408.0;357.96;-76.35;
BOU_PH1A_016;411.0;358.01;-76.26;
BOU_PH1A_016;414.0;357.68;-76.44;
BOU_PH1A_016;417.0;357.73;-76.28;
BOU_PH1A_016;420.0;357.83;-76.39;
BOU_PH1A_016;423.0;358.33;-76.22;
BOU_PH1A_016;426.0;357.94;-76.31;
BOU_PH1A_016;429.0;357.9;-76.27;
BOU_PH1A_016;432.0;358.25;-76.37;
BOU_PH1A_016;435.0;357.91;-76.25;
BOU_PH1A_016;438.0;358.21;-76.34;
BOU_PH1A_016;441.0;358.34;-76.28;
BOU_PH1A_016;444.0;357.85;-76.33;
BOU_PH1A_016;447.0;357.92;-76.22;
BOU_PH1A_016;450.0;357.75;-76.2;
BOU_PH1A_016;453.0;357.76;-76.33;
BOU_PH1A_016;456.0;357.63;-76.29;
BOU_PH1A_016;459.0;357.51;-76.34;
BOU_PH1A_016;462.0;357.6;-76.17;
BOU_PH1A_016;465.0;357.07;-76.29;
BOU_PH1A_016;468.0;357.67;-76.27;
BOU_PH1A_016;471.0;357.04;-76.23;
BOU_PH1A_016;474.0;357.88;-76.3;
BOU_PH1A_016;477.0;357.24;-76.29;
BOU_PH1A_016;480.0;357.77;-76.19;
BOU_PH1A_016;483.0;357.78;-76.15;
BOU_PH1A_016;486.0;357.92;-76.18;
BOU_PH1A_016;489.0;357.82;-76.24;
BOU_PH1A_016;492.0;357.72;-76.13;
BOU_PH1A_016;495.0;357.93;-76.17;
BOU_PH1A_016;498.0;357.85;-76.19;
BOU_PH1A_016;500.0;358.04;-76.31;
AK16;0;20;62;
AK17;0;30;60;
AK18;0;30;60;
AK19;0;185;65;
AK20;0;30;60;
AK21;0;30;65;
AK22;0;210;65;
AK23Bis;0;210;60;
AK24;0;210;60;
AK25;0;30;58;
AK26;0;30;60;
AK26;50;30;60;
AK26;100;30;60;
AK26;150;30;60;
AK26;190;30;60;
AK27;0;20;60;
AK27;50;20;60;
AK27;10;20;60;
AK27;150;20;60;
AK27;208;20;61;
AK28;0;15;65;
AK29;0;30;58;
AK29;50;30;58;
AK29;100;30;58;
AK29;150;30;58;
AK29;250;30;59;
AK29;300;30;59;
AK29;343;30;59;
AK30;0;210;58;
AK30;50;210;58;
AK30;100;210;58;
AK30;150;210;58;
AK30;200;210;58;
AK30;250;210;59;
AK30;300;210;59;
AK30;350;210;58;
AK31;0;30;60;
AK32;0;30;60;
AK33;0;20;58;
AK33;50;20;58;
AK33;100;20;58;
AK33;150;20;58;
AK33;200;20;59;
AK33;250;20;59;
AK33;286;20;59;
AK34;0;30;60;
AK35Bis;0;20;55;
AK35Bis;50;20;55;
AK35Bis;100;20;55;
AK35Bis;150;20;55;
AK35Bis;187;20;56;
AK36;0;30;60;
AK37;0;20;55;
AK37;50;20;55;
AK37;100;20;55;
AK37;150;20;56;
AK37;187;20;56;
AK38;0;20;60;
AK38;50;20;55;
AK38;100;20;55;
AK38;150;20;55;
AK38;200;20;56;
AK38;250;20;56;
AK38;271;20;56;
AK39;0;30;60;
AK40;0;20;60;
AK40;50;20;60;
AK40;100;20;60;
AK40;145;20;61;
AK41;0;30;60;
AK42;0;20;60;
AK42;50;20;60;
AK42;130;20;61;
AK43;0;210;70;
AK43;50;210;70;
AK43;100;210;70;
AK43;150;210;70;
AK43;200;210;71;
AK43;226;210;71;
AK44;0;30;60;
AK45;0;30;60;
AK45;50;30;60;
AK45;100;30;60;
AK45;150;30;60;
AK45;200;30;59;
AK45;237;30;58;
AK46;0;20;70;
AK46;50;20;70;
AK46;100;20;70;
AK46;150;20;70;
AK46;178;20;69;
AK47;0;5;60;
AK47;50;5;60;
AK47;100;5;60;
AK47;150;5;60;
AK47;190;5;59;
AK48Bis;0;30;62;
AK49;0;30;65;
AK50;0;30;55;
AK51;0;30;58;
AK52Bis;0;205;57;
AK53;0;30;68;
AK54;0;30;60;
AK55;0;210;55;
AK56;0;210;70;
AK57;0;210;61;
AK58;0;20;67;
AK59Bis1;0;20;67;
AKCis1;0;0;62;
AKCis10;0;195;62;
AKCis11;0;195;62;
AKCis12;0;195;62;
AKCis13;0;195;62;
AKCis14;0;195;62;
AKCis15;0;195;62;
AKCis16;0;195;62;
AKCis17;0;30;62;
AKCis18;0;30;62;
AKCis19;0;30;62;
AKCis2;0;5;62;
AKCis20;0;15;62;
AKCis21;0;30;62;
AKCis22;0;30;62;
AKCis23;0;30;62;
AKCis24;0;30;62;
AKCis25;0;30;62;
AKCis26;0;30;62;
AKCis27;0;210;62;
AKCis28;0;210;62;
AKCis29;0;210;62;
AKCis3;0;5;62;
AKCis30;0;30;62;
AKCis31;0;30;62;
AKCis32;0;30;55;
AKCis33;0;30;62;
AKCis34;0;20;62;
AKCis35;0;20;62;
AKCis36;0;20;65.5;
AKCis37;0;20;62;
AKCis4;0;5;62;
AKCis5;0;5;62;
AKCis6;0;5;62;
AKCis7;0;5;62;
AKCis8;0;15;62;
AKCis9;0;195;62;
AKR1;0;210;55;
AKR10;0;30;55;
AKR11;0;210;55;
AKR12;0;210;55;
AKR13;0;210;55;
AKR14;0;210;55;
AKR2;0;30;55;
AKR3;0;210;55;
AKR4;0;210;55;
AKR5;0;210;55;
AKR6;0;210;55;
AKR7;0;30;55;
AKR8;0;210;55;
AKR9;0;210;55;
AKCis38;0;210;60;
AKCis39;0;210;60;
AKCis40;0;210;60;
AKCis41;0;210;60;
AKCis42;0;210;60;
AKCis43;0;210;65;
AKCis44;0;210;60;
AKCis45;0;210;70;
AKCis46;0;210;66;
AKCis47;0;210;60;
AKCis48;0;210;60;
AKCis49;0;210;60;
AKCis50;0;210;60;
AKCis51;0;210;60;
AKCis52;0;210;60;
AKCis53;0;210;60;
AKCis54;0;210;60;
AKCis55;0;20;60;
AKCis56;0;200;60;
AKCis57;0;20;60;
AKCis58;0;20;60;
AKCis59;0;210;60;
AKCis60;0;200;60;
AKCis61;0;200;60;
AK-50TailleE1R1;0;21;18;
AK-50TailleE1R2;0;21;18;
AK-50TailleE1R3;0;21;18;
AK-50TailleE1R4;0;21;18;
AK-50TailleE1R5;0;21;18;
AK-50TailleE1R6;0;21;18;
AK-50TailleE1R7;0;21;18;
AK-50TailleE1R8;0;21;18;
AK-50TailleE2R1;0;21;15;
AK-50TailleE2R10;0;21;15;
AK-50TailleE2R11;0;21;15;
AK-50TailleE2R12;0;21;15;
AK-50TailleE2R13;0;21;15;
AK-50TailleE2R14;0;21;15;
AK-50TailleE2R15;0;21;15;
AK-50TailleE2R16;0;21;15;
AK-50TailleE2R17;0;21;15;
AK-50TailleE2R18;0;21;15;
AK-50TailleE2R19;0;21;15;
AK-50TailleE2R2;0;21;15;
AK-50TailleE2R20;0;21;15;
AK-50TailleE2R21;0;21;15;
AK-50TailleE2R22;0;21;15;
AK-50TailleE2R3;0;21;15;
AK-50TailleE2R4;0;21;15;
AK-50TailleE2R5;0;21;15;
AK-50TailleE2R6;0;21;15;
AK-50TailleE2R7;0;21;15;
AK-50TailleE2R8;0;21;15;
AK-50TailleE2R9;0;21;15;
AK-50TailleWR1;0;21;10;
AK-50TailleWR2;0;21;10;
AK-50TailleWR3;0;21;10;
AK-50TailleWR4;0;21;10;
AK-50TailleWR5;0;21;10;
AK-50TailleWR6;0;21;10;
AK-50TailleWR7;0;21;10;
AK-50TailleWR8;0;21;10;
AK-50TailleWR9;0;21;10;
AK-50TRE1F1;0;14;12;
AK-50TRE1F10;0;5;20;
AK-50TRE1F11;0;0;20;
AK-50TRE1F12;0;0;20;
AK-50TRE1F13;0;0;20;
AK-50TRE1F14;0;0;20;
AK-50TRE1F15;0;0;30;
AK-50TRE1F16;0;0;30;
AK-50TRE1F17;0;0;30;
AK-50TRE1F18;0;0;15;
AK-50TRE1F19;0;1;15;
AK-50TRE1F2;0;17;12;
AK-50TRE1F20;0;0;15;
AK-50TRE1F21;0;17;17;
AK-50TRE1F22;0;17;17;
AK-50TRE1F23;0;21;17;
AK-50TRE1F24;0;24;17;
AK-50TRE1F25;0;21;17;
AK-50TRE1F3;0;17;12;
AK-50TRE1F4;0;17;10;
AK-50TRE1F5;0;15;10;
AK-50TRE1F6;0;13;0;
AK-50TRE1F7;0;13;5;
AK-50TRE1F8;0;13;0;
AK-50TRE1F9;0;10;23;
AK-50TREF1;0;31;15;
AK-50TREF10;0;31;22;
AK-50TREF11;0;30;22;
AK-50TREF12;0;31;22;
AK-50TREF13;0;31;10;
AK-50TREF14;0;31;10;
AK-50TREF15;0;32;10;
AK-50TREF16;0;31;10;
AK-50TREF17;0;30;10;
AK-50TREF18;0;34;10;
AK-50TREF19;0;31;10;
AK-50TREF2;0;31;15;
AK-50TREF20;0;25;10;
AK-50TREF21;0;23;10;
AK-50TREF22;0;14;10;
AK-50TREF23;0;31;10;
AK-50TREF24;0;31;10;
AK-50TREF25;0;30;10;
AK-50TREF26;0;17;10;
AK-50TREF27;0;16;10;
AK-50TREF28;0;15;15;
AK-50TREF29;0;13;15;
AK-50TREF3;0;31;15;
AK-50TREF30;0;14;15;
AK-50TREF31;0;14;15;
AK-50TREF32;0;18;15;
AK-50TREF33;0;19;0;
AK-50TREF34;0;23;0;
AK-50TREF35;0;23;0;
AK-50TREF36;0;21;0;
AK-50TREF37;0;34;0;
AK-50TREF38;0;21;0;
AK-50TREF39;0;22;0;
AK-50TREF4;0;31;16;
AK-50TREF40;0;22;0;
AK-50TREF41;0;22;0;
AK-50TREF42;0;22;0;
AK-50TREF43;0;23;0;
AK-50TREF5;0;31;16;
AK-50TREF6;0;31;16;
AK-50TREF7;0;31;0;
AK-50TREF8;0;32;22;
AK-50TREF9;0;31;22;
AK-50TRWF1;0;25;15;
AK-50TRWF10;0;27;20;
AK-50TRWF11;0;25;20;
AK-50TRWF12;0;28;18;
AK-50TRWF13;0;26;18;
AK-50TRWF14;0;26;10;
AK-50TRWF15;0;26;12;
AK-50TRWF16;0;25;12;
AK-50TRWF17;0;25;15;
AK-50TRWF18;0;25;15;
AK-50TRWF19;0;25;15;
AK-50TRWF2;0;26;15;
AK-50TRWF20;0;26;15;
AK-50TRWF21;0;29;15;
AK-50TRWF22;0;25;15;
AK-50TRWF23;0;24;10;
AK-50TRWF24;0;25;10;
AK-50TRWF25;0;25;10;
AK-50TRWF26;0;30;10;
AK-50TRWF27;0;25;15;
AK-50TRWF28;0;21;20;
AK-50TRWF29;0;21;20;
AK-50TRWF3;0;26;15;
AK-50TRWF30;0;22;20;
AK-50TRWF31;0;21;20;
AK-50TRWF32;0;22;10;
AK-50TRWF33;0;31;10;
AK-50TRWF34;0;21;10;
AK-50TRWF35;0;25;10;
AK-50TRWF36;0;21;15;
AK-50TRWF37;0;33;15;
AK-50TRWF38;0;36;15;
AK-50TRWF39;0;44;15;
AK-50TRWF4;0;26;15;
AK-50TRWF40;0;39;15;
AK-50TRWF41;0;37;15;
AK-50TRWF42;0;37;10;
AK-50TRWF44;0;40;2;
AK-50TRWF45;0;39;2;
AK-50TRWF46;0;39;2;
AK-50TRWF47;0;39;0;
AK-50TRWF48;0;40;0;
AK-50TRWF49;0;39;20;
AK-50TRWF5;0;26;15;
AK-50TRWF50;0;42;20;
AK-50TRWF51;0;42;0;
AK-50TRWF52;0;42;0;
AK-50TRWF53;0;45;0;
AK-50TRWF54;0;28;15;
AK-50TRWF55;0;30;0;
AK-50TRWF56;0;22;0;
AK-50TRWF57;0;25;0;
AK-50TRWF58;0;22;0;
AK-50TRWF59;0;21;0;
AK-50TRWF6;0;28;18;
AK-50TRWF60;0;31;0;
AK-50TRWF61;0;32;0;
AK-50TRWF62;0;31;0;
AK-50TRWF63;0;31;25;
AK-50TRWF64;0;27;35;
AK-50TRWF65;0;31;40;
AK-50TRWF66;0;29;40;
AK-50TRWF67;0;27;0;
AK-50TRWF68;0;29;0;
AK-50TRWF69;0;29;0;
AK-50TRWF7;0;26;18;
AK-50TRWF70;0;29;0;
AK-50TRWF71;0;29;0;
AK-50TRWF72;0;26;0;
AK-50TRWF73;0;27;0;
AK-50TRWF74;0;30;15;
AK-50TRWF75;0;24;12;
AK-50TRWF76;0;24;15;
AK-50TRWF77;0;22;22;
AK-50TRWF78;0;335;25;
AK-50TRWF79;0;0;0;
AK-50TRWF8;0;26;18;
AK-50TRWF80;0;0;0;
AK-50TRWF81;0;40;5;
AK-50TRWF82;0;54;5;
AK-50TRWF83;0;89;0;
AK-50TRWF84;0;101;0;
AK-50TRWF85;0;100;0;
AK-50TRWF9;0;27;18;
AK-50TRWSTRNF1;0;20;15;
AK-50TRWSTRNF10;0;33.3;7;
AK-50TRWSTRNF100;0;32.2708;3;
AK-50TRWSTRNF101;0;32.1513;11;
AK-50TRWSTRNF102;0;29.4414;25;
AK-50TRWSTRNF103;0;32.2811;5;
AK-50TRWSTRNF104;0;32.6331;25;
AK-50TRWSTRNF105;0;33.9728;30;
AK-50TRWSTRNF106;0;31.7499;25;
AK-50TRWSTRNF107;0;34.2156;25;
AK-50TRWSTRNF108;0;30.3395;25;
AK-50TRWSTRNF109;0;39.5437;30;
AK-50TRWSTRNF11;0;31.54;10;
AK-50TRWSTRNF110;0;33.7169;28;
AK-50TRWSTRNF12;0;40.23;10;
AK-50TRWSTRNF13;0;40.74;10;
AK-50TRWSTRNF14;0;42.55;12;
AK-50TRWSTRNF15;0;15.35;12;
AK-50TRWSTRNF16;0;15.95;10;
AK-50TRWSTRNF17;0;16.02;10;
AK-50TRWSTRNF18;0;23.76;10;
AK-50TRWSTRNF19;0;18.64;5;
AK-50TRWSTRNF2;0;22.63;15;
AK-50TRWSTRNF20;0;16.84;5;
AK-50TRWSTRNF21;0;18.44;5;
AK-50TRWSTRNF22;0;17.16;5;
AK-50TRWSTRNF23;0;18.44;8;
AK-50TRWSTRNF24;0;16.38;8;
AK-50TRWSTRNF25;0;10.93;3;
AK-50TRWSTRNF26;0;15.53;5;
AK-50TRWSTRNF27;0;13.16;5;
AK-50TRWSTRNF28;0;19.8;14;
AK-50TRWSTRNF29;0;14.29;8;
AK-50TRWSTRNF3;0;27.08;15;
AK-50TRWSTRNF30;0;15.35;10;
AK-50TRWSTRNF31;0;14.3;8;
AK-50TRWSTRNF32;0;29.69;8;
AK-50TRWSTRNF33;0;26.88;6;
AK-50TRWSTRNF34;0;20.33;25;
AK-50TRWSTRNF35;0;17.01;25;
AK-50TRWSTRNF36;0;15.43;22;
AK-50TRWSTRNF37;0;15.09;25;
AK-50TRWSTRNF38;0;14.04;20;
AK-50TRWSTRNF39;0;26.17;20;
AK-50TRWSTRNF4;0;30.48;15;
AK-50TRWSTRNF40;0;29.22;30;
AK-50TRWSTRNF41;0;28.03;22;
AK-50TRWSTRNF42;0;32.07;25;
AK-50TRWSTRNF43;0;23.054;30;
AK-50TRWSTRNF44;0;33.89;29;
AK-50TRWSTRNF45;0;27.36;45;
AK-50TRWSTRNF46;0;29.026;34;
AK-50TRWSTRNF47;0;23.57;34;
AK-50TRWSTRNF48;0;24.67;34;
AK-50TRWSTRNF49;0;10.67;45;
AK-50TRWSTRNF5;0;27.08;15;
AK-50TRWSTRNF50;0;16.04;42;
AK-50TRWSTRNF51;0;13.36;40;
AK-50TRWSTRNF52;0;14.09;45;
AK-50TRWSTRNF53;0;17.02;40;
AK-50TRWSTRNF54;0;13.16;34;
AK-50TRWSTRNF55;0;14.64;35;
AK-50TRWSTRNF56;0;14.75;35;
AK-50TRWSTRNF57;0;14.66;33;
AK-50TRWSTRNF58;0;13.93;33;
AK-50TRWSTRNF59;0;13.29;45;
AK-50TRWSTRNF60;0;13.79;30;
AK-50TRWSTRNF62;0;15.63;34;
AK-50TRWSTRNF63;0;15.9;40;
AK-50TRWSTRNF64;0;16.6;30;
AK-50TRWSTRNF65;0;16.6;30;
AK-50TRWSTRNF66;0;18.4431;25;
AK-50TRWSTRNF67;0;18.1676;25;
AK-50TRWSTRNF68;0;19.7563;34;
AK-50TRWSTRNF69;0;17.0284;42;
AK-50TRWSTRNF70;0;20.8846;36;
AK-50TRWSTRNF71;0;17.6207;25;
AK-50TRWSTRNF72;0;22.1467;25;
AK-50TRWSTRNF73;0;19.0049;38;
AK-50TRWSTRNF74;0;22.488;40;
AK-50TRWSTRNF75;0;21.8103;40;
AK-50TRWSTRNF76;0;21.4228;33;
AK-50TRWSTRNF77;0;22.26;33;
AK-50TRWSTRNF78;0;14.4779;34;
AK-50TRWSTRNF79;0;27.1281;5;
AK-50TRWSTRNF8;0;29.71;15;
AK-50TRWSTRNF80;0;27.222;5;
AK-50TRWSTRNF81;0;29.2967;10;
AK-50TRWSTRNF82;0;26.56;5;
AK-50TRWSTRNF83;0;30.8157;5;
AK-50TRWSTRNF84;0;25.307;11;
AK-50TRWSTRNF85;0;19.5256;5;
AK-50TRWSTRNF86;0;16.0997;10;
AK-50TRWSTRNF87;0;26.5713;10;
AK-50TRWSTRNF88;0;32.0132;10;
AK-50TRWSTRNF89;0;32.282;10;
AK-50TRWSTRNF9;0;32.4;10;
AK-50TRWSTRNF90;0;15.263;10;
AK-50TRWSTRNF91;0;33.6979;10;
AK-50TRWSTRNF92;0;32.0128;5;
AK-50TRWSTRNF93;0;30.4715;5;
AK-50TRWSTRNF94;0;29.7516;5;
AK-50TRWSTRNF95;0;41.3557;11;
AK-50TRWSTRNF96;0;36.8774;11;
AK-50TRWSTRNF97;0;29.2039;22;
AK-50TRWSTRNF98;0;30.6573;22;
AK-50TRWSTRNF99;0;46.9825;3;
AK-8FosseEstE1;0;21.4;0;
AK-8FosseEstE2;0;19;0;
AK-8FosseEstE3;0;16;0;
AK-8FosseEstE4;0;17;0;
AK-8FosseEstE5;0;11;0;
AK-8FosseEstE6;0;14;0;
AK-8FosseEstE7;0;1;0;
AK-21FosseEstGW;0;27;0;
AK-21FosseEstE1;0;27;0;
AK-21FosseEstE2;0;27;0;
AK-21FosseEstE3;0;27;0;
AK-21FosseEstE4;0;27;0;
AK-21FosseEstE5;0;27;0;
AK-21FosseEstE6;0;21.5;0;
AK-21FosseEstE7;0;18.5;0;
AK-21FosseEstE8;0;13;0;
AK-21FosseEstE9;0;6;0;
AK-21FosseEstE10;0;6;0;
AK-21FosseEstGE;0;6;0;
AK-21FosseEstE11;0;6;0;
AK-21FosseEstE12;0;6;0;
AK-21FosseEstE13;0;6;0;
AK-TRN1-RN1;0;0;0;
AK-TRN1-RN2;0;0;0;
AK-TRN1-RN3;0;0;0;
AK-TRN1-RN4;0;0;0;
AK-TRN1-RN5;0;0;0;
AK-TRN1-RN6;0;0;0;
AK-TRN1-RN7;0;0;0;
AK-TRN1-RN8;0;0;0;
AK-TRN1-RN9;0;0;0;
AK-TRN1-RN10;0;0;0;
AK-TRN1-RN11;0;0;0;
AK-TRN1-RN12;0;0;0;
AK-TRN1-RN13;0;0;0;
AK-TRN1-RN14;0;0;0;
AK-TRN1-RN15;0;0;0;
AK-TRN2-RN1;0;0;0;
AK-TRN2-RN2;0;0;0;
AK-TRN2-RN3;0;0;0;
AK-TRN2-RN4;0;0;0;
AK-TRN2-RN5;0;0;0;
OMN14;0;200;75;
OMN16;0;195;74;
OMN13;0;200;70;
OMN22;0;195;70;
OMNCis6;0;190;70;
OMN8;0;200;68;
OMN21;0;0;66;
OMN10;0;200;65;
OMN11;0;200;65;
OMN12;0;20;65;
OMN19;0;10;65;
OMN20;0;10;65;
OMN4;0;20;65;
OMN6;0;10;65;
OMN7;0;10;65;
OMN9;0;200;65;
OMNCis5;0;185;65;
OMNCis64;0;190;65;
OMNCis78;0;200;65;
OMNCis84;0;200;65;
OMNCis85;0;200;65;
OMN-RC-05;50;201.63;62.67;
OMN-RC-30;50;20.3;62.2;
OMN-RC-41;30;199.44;62.16;
OMN18;0;195;62;
OMNCis10;0;20;62;
OMNCis11;0;20;62;
OMNCis12;0;20;62;
OMNCis13;0;20;62;
OMNCis14;0;20;62;
OMNCis15;0;20;62;
OMNCis16;0;15;62;
OMNCis17;0;15;62;
OMNCis18;0;15;62;
OMNCis19;0;15;62;
OMNCis20;0;15;62;
OMNCis21;0;20;62;
OMNCis22;0;20;62;
OMNCis23;0;20;62;
OMNCis24;0;200;62;
OMNCis25;0;200;62;
OMNCis26;0;200;62;
OMNCis27;0;200;62;
OMNCis28;0;200;62;
OMNCis29;0;200;62;
OMNCis31;0;200;62;
OMNCis32;0;200;62;
OMNCis33;0;200;62;
OMNCis34;0;200;62;
OMNCis35;0;200;62;
OMNCis36;0;200;62;
OMNCis37;0;200;62;
OMNCis38;0;200;62;
OMNCis39;0;200;62;
OMNCis40;0;200;62;
OMNCis7;0;190;62;
OMNCis8;0;190;62;
OMNCis87;0;15;62;
OMNCis9;0;20;62;
OMN-RC-13;50;199.78;61.8;
OMN-RC-36;60;201.06;61.64;
OMN-RC-53;60;205.01;61.6;
OMN-RC-16;60;198.4;61.4;
OMNCis30;0;200;61;
OMN-RC-16;30;197.72;60.96;
OMN-RC-54;0;200;60.96;
OMN-RC-09;50;199.66;60.92;
OMN-RC-04;100;199.13;60.88;
OMN-RC-53;0;200;60.85;
OMN-RC-15;50;199.73;60.73;
OMN-RC-54;30;197.28;60.71;
OMN-RC-53;30;199.82;60.6;
OMN-RC-36;30;200.56;60.31;
OMN15;0;200;60;
OMN5;0;10;60;
OMNCis4;0;5;60;
OMNCis41;0;15;60;
OMNCis42;0;15;60;
OMNCis43;0;15;60;
OMNCis44;0;15;60;
OMNCis45;0;15;60;
OMNCis46;0;15;60;
OMNCis47;0;15;60;
OMNCis47Bis;0;15;60;
OMNCis48;0;15;60;
OMNCis49;0;15;60;
OMNCis50;0;15;60;
OMNCis51;0;200;60;
OMNCis52;0;200;60;
OMNCis53;0;20;60;
OMNCis54;0;200;60;
OMNCis55;0;200;60;
OMNCis56;0;200;60;
OMNCis57;0;200;60;
OMNCis58;0;200;60;
OMNCis59;0;20;60;
OMNCis60;0;20;60;
OMNCis61;0;20;60;
OMNCis62;0;185;60;
OMNCis63;0;185;60;
OMNCis65;0;5;60;
OMNCis66;0;10;60;
OMNCis67;0;10;60;
OMNCis68;0;10;60;
OMNCis69;0;10;60;
OMNCis70;0;10;60;
OMNCis71;0;10;60;
OMNCis72;0;10;60;
OMNCis73;0;10;60;
OMNCis74;0;10;60;
OMNCis75;0;5;60;
OMNCis76;0;200;60;
OMNCis77;0;200;60;
OMNCis79;0;200;60;
OMNCis80;0;200;60;
OMNCis81;0;200;60;
OMNCis82;0;200;60;
OMNCis83;0;200;60;
