"BHID";"AT";"BRG";"DIP";"PROJECT"
GT13;0.0;330.0;62.0;
S7B;0.0;140.0;75.0;
BKF2Cis1;0.0;330.0;60.0;
S31;0.0;5.0;55.0;BNHS_0626
S45;0.0;15.0;0.0;BNHS_0626
BNF17;0.0;227.0;0.0;BNHS_0626
BNF33;0.0;358.0;40.0;BNHS_0626
GT-RC-21;96.0;331.27;73.87;
GT-RC-21;99.0;330.93;73.78;
GT-RC-21;100.64;331.03;73.58;
GT-RC-21;90.0;331.12;73.57;
GT-RC-21;84.0;330.89;73.48;
GT-RC-21;93.0;331.01;73.47;
GT-RC-21;66.0;331.59;73.44;
GT-RC-21;72.0;331.93;73.4;
GT-RC-21;78.0;331.32;73.39;
GT-RC-21;69.0;331.68;73.38;
GT-RC-21;87.0;331.2;73.37;
GT-RC-21;81.0;331.54;73.35;
GT-RC-21;75.0;332.16;73.22;
GT-RC-21;60.0;331.43;73.21;
GT-RC-21;63.0;331.17;73.08;
GT-RC-21;54.0;331.12;72.91;
GT-RC-21;48.0;330.74;72.88;
GT-RC-21;57.0;331.22;72.76;
GT-RC-21;42.0;330.78;72.74;
GT-RC-21;51.0;330.88;72.7;
GT-RC-21;45.0;330.68;72.62;
GT-RC-21;36.0;330.93;72.47;
GT-RC-21;39.0;330.77;72.38;
GT-RC-21;30.0;331.61;72.07;
GT-RC-21;33.0;331.14;72.07;
GT-RC-21;24.0;331.78;71.81;
GT-RC-21;27.0;331.71;71.72;
GT-RC-21;18.0;332.05;71.67;
GT-RC-21;12.0;331.43;71.49;
GT-RC-21;21.0;332.02;71.45;
GT-RC-21;15.0;332.2;71.35;
GT-RC-21;6.0;331.19;71.07;
GT-RC-21;9.0;331.36;70.93;
GT-RC-21;3.0;330.94;70.13;
GT5;0.0;330.0;70.0;
GT8;0.0;340.0;70.0;
GT9;0.0;340.0;70.0;
GTCis10;0.0;340.0;70.0;
GTCis12;0.0;340.0;70.0;
GTCis13;0.0;340.0;70.0;
GTCis28;0.0;330.0;70.0;
GTCis29;0.0;330.0;70.0;
GTCis31;0.0;330.0;70.0;
GTCis32;0.0;330.0;70.0;
GTCis33;0.0;330.0;70.0;
GTCis34;0.0;330.0;70.0;
GTCis35;0.0;330.0;70.0;
GTCis38;0.0;330.0;70.0;
GTCis39;0.0;330.0;70.0;
GTCis41;0.0;330.0;70.0;
GTCis42;0.0;330.0;70.0;
GTCis43;0.0;340.0;70.0;
GTCis44;0.0;330.0;70.0;
GTCis46;0.0;330.0;70.0;
GTCis47;0.0;340.0;70.0;
GTCis52;0.0;330.0;70.0;
GTCis53;0.0;330.0;70.0;
GTCis54;0.0;330.0;70.0;
GTCis55;0.0;330.0;70.0;
GT-RC-21;0.0;330.36;69.4;
GT4;0.0;330.0;69.0;
GT-RC-19;30.0;328.67;68.1;
GT-RC-19;42.0;328.63;68.1;
GT-RC-19;36.0;328.7;68.09;
GT-RC-19;24.0;328.37;68.07;
GT-RC-19;120.0;328.03;68.03;
GT-RC-19;48.0;328.67;67.96;
GT-RC-19;18.0;327.45;67.92;
GT-RC-19;33.0;328.64;67.92;
GT-RC-19;27.0;328.48;67.91;
GT-RC-19;39.0;328.79;67.88;
GT-RC-19;45.0;328.66;67.88;
GT-RC-19;123.0;328.09;67.86;
GT-RC-19;123.12;328.08;67.86;
GT-RC-19;114.0;328.2;67.83;
GT-RC-19;54.0;328.49;67.79;
GT-RC-19;21.0;327.5;67.78;
GT-RC-19;12.0;326.69;67.76;
GT-RC-19;51.0;328.49;67.74;
GT-RC-19;117.0;328.05;67.66;
GT-RC-19;15.0;326.57;67.58;
GT-RC-19;6.0;326.32;67.53;
GT-RC-19;60.0;328.25;67.52;
GT-RC-19;66.0;328.05;67.5;
GT-RC-19;78.0;328.39;67.48;
GT-RC-19;0.0;326.25;67.47;
GT-RC-19;72.0;328.0;67.47;
GT-RC-19;108.0;328.2;67.47;
GT-RC-19;111.0;328.24;67.37;
GT-RC-19;84.0;328.47;67.36;
GT-RC-19;9.0;326.21;67.34;
GT-RC-19;63.0;328.26;67.34;
GT-RC-19;69.0;328.07;67.34;
GT-RC-19;102.0;328.53;67.34;
GT-RC-19;3.0;326.39;67.24;
GT-RC-19;75.0;327.99;67.24;
GT-RC-19;81.0;328.36;67.24;
GT-RC-19;57.0;328.19;67.23;
GT-RC-19;90.0;328.68;67.17;
GT-RC-19;105.0;328.49;67.12;
GT-RC-19;87.0;328.28;67.07;
GT-RC-19;93.0;328.4;66.96;
GT-RC-19;96.0;328.58;66.91;
GT-RC-19;99.0;328.49;66.73;
GTCis49;0.0;330.0;66.0;
GT-RC-30;102.0;334.93;65.13;
GT-RC-30;108.0;334.96;65.06;
GT10;0.0;340.0;65.0;
GT12;0.0;340.0;65.0;
GT2Bis;0.0;340.0;65.0;
GT3;0.0;340.0;65.0;
GT6;0.0;340.0;65.0;
GT7;0.0;340.0;65.0;
GTCis22;0.0;340.0;65.0;
GTCis23;0.0;160.0;65.0;
GTCis24;0.0;340.0;65.0;
GTCis25;0.0;340.0;65.0;
GTCis26;0.0;330.0;65.0;
GTCis27;0.0;330.0;65.0;
GTCis30;0.0;340.0;65.0;
GT-RC-30;96.0;334.7;64.93;
GT-RC-30;114.0;335.15;64.88;
GT-RC-30;105.0;334.88;64.81;
GT-RC-30;111.0;334.86;64.8;
GT-RC-30;117.0;335.13;64.77;
GT-RC-30;99.0;334.56;64.72;
GT-RC-30;90.0;334.29;64.55;
GT-RC-30;120.0;335.12;64.54;
GT-RC-30;120.22;335.12;64.53;
GT-RC-30;93.0;334.43;64.4;
GT-RC-30;84.0;333.87;64.3;
GT-RC-30;87.0;333.87;64.17;
GT-RC-30;78.0;333.16;64.1;
GT1;0.0;340.0;64.0;
GT-RC-30;72.0;332.66;63.98;
GT-RC-30;66.0;332.2;63.94;
GT-RC-30;81.0;333.17;63.91;
GT-RC-30;60.0;332.17;63.75;
GT-RC-30;75.0;332.6;63.72;
GT-RC-30;69.0;332.15;63.68;
GT-RC-30;63.0;331.97;63.5;
GT-RC-05;0.0;331.53;63.22;
GT-RC-30;54.0;331.87;63.21;
GT-RC-30;57.0;331.91;63.08;
GT-RC-28;120.0;335.37;63.06;
GT-RC-05;3.0;331.54;62.81;
GT-RC-28;123.0;335.39;62.7;
GT-RC-05;36.0;333.6;62.64;
GT-RC-30;48.0;333.42;62.62;
GT-RC-28;124.34;335.4;62.57;
GT-RC-28;114.0;335.41;62.54;
GT-RC-05;6.0;331.28;62.5;
GT-RC-30;51.0;331.7;62.5;
GT-RC-05;54.0;333.75;62.48;
GT-RC-05;30.0;333.02;62.42;
GT-RC-05;39.0;333.79;62.41;
GT-RC-28;117.0;335.46;62.37;
GT-RC-05;18.0;331.48;62.35;
GT-RC-05;12.0;331.11;62.32;
GT-RC-05;57.0;333.49;62.31;
GT-RC-05;24.0;332.16;62.28;
GT-RC-05;9.0;331.49;62.27;
GT-RC-05;33.0;332.87;62.22;
GT-RC-05;42.0;333.85;62.22;
GT-RC-28;108.0;335.39;62.21;
GT-RC-05;48.0;333.85;62.13;
GT-RC-05;15.0;331.12;62.1;
GT-RC-05;21.0;331.28;62.09;
GT-RC-05;45.0;333.86;62.07;
GT-RC-05;27.0;332.1;62.05;
GT-RC-30;42.0;333.53;62.05;
GTCis1;0.0;325.0;62.0;
GTCis11;0.0;340.0;62.0;
GTCis14;0.0;330.0;62.0;
GTCis15;0.0;330.0;62.0;
GTCis16;0.0;325.0;62.0;
GTCis17;0.0;340.0;62.0;
GTCis2;0.0;325.0;62.0;
GTCis20;0.0;340.0;62.0;
GTCis21;0.0;340.0;62.0;
GTCis3;0.0;145.0;62.0;
GTCis4;0.0;325.0;62.0;
GTCis45;0.0;330.0;62.0;
GT-RC-28;102.0;334.99;61.99;
GT-RC-28;111.0;335.34;61.88;
GT-RC-05;51.0;333.78;61.87;
GT-RC-28;105.0;335.02;61.83;
GT-RC-28;96.0;334.69;61.81;
GT-RC-30;45.0;333.49;61.77;
GT-RC-28;90.0;334.37;61.67;
GT-RC-30;36.0;333.14;61.65;
GT-RC-03;54.0;331.28;61.64;
GT-RC-28;99.0;334.83;61.58;
GT-RC-03;57.0;331.43;61.5;
GT-RC-03;0.0;331.17;61.49;
GT-RC-30;39.0;333.11;61.43;
GT-RC-28;84.0;334.13;61.4;
GT-RC-28;93.0;334.34;61.3;
GT-RC-03;58.24;331.38;61.29;
GT-RC-35;96.0;330.26;61.18;
GT-RC-35;90.0;330.17;61.14;
GT-RC-28;78.0;333.98;61.13;
GT-RC-07;0.0;329.63;61.1;
GT-RC-03;6.0;331.46;61.08;
GT-RC-03;3.0;331.61;61.07;
GT-RC-28;87.0;334.19;61.07;
GT-RC-35;99.0;330.39;61.06;
GT-RC-30;30.0;332.97;60.96;
GT-RC-36;6.0;322.64;60.93;
GT-RC-03;48.0;331.53;60.92;
GT-RC-37;35.0;331.54;60.92;
GT-RC-28;81.0;334.06;60.91;
GT-RC-13;0.0;330.5;60.9;
GT-RC-35;100.13;330.36;60.85;
GT-RC-35;93.0;330.1;60.84;
GT-RC-07;3.0;330.32;60.82;
GT-RC-03;9.0;331.45;60.8;
GT-RC-37;30.0;332.73;60.79;
GT-RC-28;72.0;333.9;60.78;
GT-RC-37;45.0;329.21;60.78;
GT-RC-37;55.0;326.16;60.77;
GT-RC-03;51.0;331.53;60.76;
GT-RC-35;84.0;330.34;60.76;
GT-RC-36;3.0;322.5;60.76;
GT-RC-03;12.0;330.89;60.75;
GT-RC-30;33.0;333.02;60.75;
GT-RC-36;9.0;322.86;60.75;
GT-RC-35;87.0;330.18;60.72;
GT-RC-37;60.0;325.57;60.72;
GT-RC-15;0.0;327.12;60.67;
GT-RC-03;18.0;330.52;60.63;
GT-RC-36;12.0;323.36;60.61;
GT-RC-13;3.0;330.63;60.6;
GT-RC-37;25.0;334.65;60.6;
GT-RC-01;0.0;329.72;60.59;
GT-RC-07;6.0;330.37;60.56;
GT-RC-30;0.0;331.78;60.56;
GT-RC-28;75.0;333.8;60.55;
GT-RC-37;50.0;327.11;60.55;
GT-RC-35;78.0;330.41;60.54;
GT-RC-37;40.0;331.01;60.54;
GT-RC-07;36.0;332.91;60.53;
GT-RC-13;6.0;330.7;60.53;
GT-RC-01;6.0;329.91;60.52;
GT-RC-03;15.0;330.77;60.5;
GT-RC-36;0.0;322.25;60.49;
GT-RC-01;12.0;329.85;60.48;
GT-RC-15;6.0;327.65;60.48;
GT-RC-36;15.0;323.68;60.48;
GT-RC-15;3.0;327.25;60.43;
GT-RC-35;81.0;330.23;60.43;
GT-RC-01;24.0;329.66;60.4;
GT-RC-04;6.0;331.97;60.4;
GT-RC-30;24.0;332.96;60.4;
GT-RC-01;9.0;329.88;60.39;
GT-RC-37;20.0;335.28;60.39;
GT-RC-03;24.0;330.41;60.38;
GT-RC-28;66.0;333.64;60.35;
GT-RC-35;72.0;330.04;60.34;
GT-RC-01;3.0;330.08;60.32;
GT-RC-01;18.0;329.8;60.32;
GT-RC-04;0.0;332.49;60.32;
GT-RC-37;5.0;333.23;60.32;
GT-RC-01;15.0;329.86;60.31;
GT-RC-37;0.0;332.85;60.29;
GT-RC-03;30.0;330.7;60.28;
GT-RC-07;9.0;330.47;60.28;
GT-RC-07;30.0;332.79;60.27;
GT-RC-15;9.0;327.32;60.25;
GT-RC-36;18.0;324.07;60.24;
GT-RC-37;15.0;334.49;60.23;
GT-RC-03;27.0;330.36;60.22;
GT-RC-03;21.0;330.33;60.21;
GT-RC-03;42.0;331.47;60.21;
GT-RC-11;0.0;332.26;60.21;
GT-RC-36;21.0;324.11;60.21;
GT-RC-07;39.0;333.06;60.2;
GT-RC-04;12.0;332.47;60.17;
GT-RC-13;9.0;330.66;60.17;
GT-RC-01;27.0;329.47;60.16;
GT-RC-04;18.0;332.6;60.16;
GT-RC-36;27.0;323.74;60.16;
GT-RC-07;12.0;331.14;60.15;
GT-RC-28;69.0;333.7;60.14;
GT-RC-36;51.0;322.46;60.14;
GT-RC-36;33.0;323.43;60.11;
GT-RC-30;27.0;333.06;60.1;
GT-RC-01;21.0;329.78;60.09;
GT-RC-04;15.0;332.64;60.09;
GT-RC-07;42.0;333.16;60.08;
GT-RC-30;6.0;331.66;60.08;
GT-RC-36;45.0;322.94;60.08;
GT-RC-04;9.0;331.99;60.07;
GT-RC-04;24.0;332.67;60.07;
GT-RC-37;10.0;333.48;60.07;
GT-RC-03;33.0;330.73;60.06;
GT-RC-11;6.0;331.92;60.05;
GT-RC-35;75.0;330.05;60.05;
GT-RC-07;48.0;333.12;60.04;
GT-RC-13;12.0;331.35;60.03;
GT-RC-36;24.0;323.99;60.03;
GT-RC-03;45.0;331.45;60.02;
GT-RC-36;39.0;323.08;60.02;
GT-RC-04;3.0;332.49;60.0;
GT-RC-07;45.0;333.3;60.0;
GT-RC-07;54.0;332.74;60.0;
GT-RC-36;57.0;322.45;60.0;
GT-RC-07;24.0;332.16;59.99;
GT-RC-36;30.0;323.66;59.99;
GT-RC-07;18.0;331.62;59.98;
GT-RC-11;3.0;332.36;59.98;
GT-RC-01;28.01;329.48;59.97;
GT-RC-28;60.0;333.42;59.97;
GT-RC-11;12.0;331.87;59.96;
GT-RC-07;33.0;332.47;59.95;
GT-RC-11;18.0;331.99;59.95;
GT-RC-35;66.0;329.93;59.95;
GT-RC-36;63.0;322.22;59.95;
GT-RC-30;3.0;331.89;59.94;
GT-RC-03;36.0;331.25;59.93;
GT-RC-07;15.0;331.06;59.93;
GT-RC-37;65.0;325.25;59.93;
GT-RC-36;36.0;323.33;59.92;
GT-RC-04;21.0;332.59;59.91;
GT-RC-13;18.0;331.85;59.91;
GT-RC-36;54.0;322.44;59.89;
GT-RC-30;18.0;332.62;59.87;
GT-RC-11;9.0;331.73;59.85;
GT-RC-36;48.0;322.66;59.85;
GT-RC-36;99.0;320.96;59.85;
GT-RC-35;0.0;329.72;59.84;
GT-RC-07;51.0;333.13;59.83;
GT-RC-30;9.0;331.84;59.83;
GT-RC-11;24.0;332.76;59.81;
GT-RC-36;42.0;323.03;59.81;
GT-RC-07;57.0;332.83;59.8;
GT-RC-13;66.0;331.21;59.8;
GT-RC-15;12.0;327.37;59.8;
GT-RC-35;60.0;330.05;59.8;
GT-RC-30;12.0;332.23;59.79;
GT-RC-35;69.0;330.07;59.78;
GT-RC-36;60.0;322.46;59.78;
GT-RC-04;28.03;332.57;59.76;
GT-RC-04;27.0;332.57;59.75;
GT-RC-13;15.0;331.03;59.74;
GT-RC-36;69.0;322.03;59.73;
GT-RC-35;6.0;330.0;59.71;
GT-RC-11;15.0;331.78;59.69;
GT-RC-36;100.17;321.07;59.69;
GT-RC-07;21.0;331.74;59.68;
GT-RC-13;42.0;332.21;59.66;
GT-RC-07;57.95;332.79;59.65;
GT-RC-03;39.0;331.41;59.64;
GT-RC-07;27.0;332.19;59.64;
GT-RC-28;63.0;333.56;59.64;
GT-RC-13;21.0;331.83;59.61;
GT-RC-13;48.0;331.84;59.61;
GT-RC-11;21.0;332.14;59.6;
GT-RC-30;21.0;332.71;59.6;
GT-RC-36;81.0;321.78;59.6;
GT-RC-11;27.0;332.82;59.59;
GT-RC-35;3.0;329.74;59.58;
GT-RC-13;24.0;332.18;59.57;
GT-RC-13;36.0;332.8;59.57;
GT-RC-36;75.0;322.01;59.53;
GT-RC-13;30.0;332.25;59.52;
GT-RC-36;66.0;322.3;59.52;
GT-RC-11;30.0;333.33;59.51;
GT-RC-35;30.0;331.16;59.51;
GT-RC-35;63.0;329.91;59.51;
GT-RC-13;69.0;331.41;59.5;
GT-RC-30;15.0;332.29;59.5;
GT-RC-35;42.0;330.19;59.5;
GT-RC-35;36.0;330.69;59.49;
GT-RC-35;9.0;329.89;59.48;
GT-RC-35;54.0;329.95;59.47;
GT-RC-15;15.0;327.42;59.44;
GT-RC-35;12.0;330.46;59.42;
GT-RC-13;27.0;332.27;59.37;
GT-RC-13;45.0;332.28;59.37;
GT-RC-28;54.0;333.04;59.36;
GT-RC-35;48.0;330.04;59.36;
GT-RC-28;57.0;333.14;59.35;
GT-RC-36;72.0;322.0;59.34;
GT-RC-11;60.0;336.36;59.32;
GT-RC-36;93.0;321.45;59.32;
GT-RC-13;51.0;331.8;59.31;
GT-RC-13;54.0;331.45;59.31;
GT-RC-11;36.0;333.72;59.29;
GT-RC-13;60.0;331.45;59.29;
GT-RC-13;70.1;331.39;59.29;
GT-RC-36;87.0;321.6;59.29;
GT-RC-37;70.0;324.89;59.29;
GT-RC-13;33.0;332.45;59.28;
GT-RC-36;84.0;321.75;59.28;
GT-RC-11;33.0;333.33;59.27;
GT-RC-13;39.0;332.97;59.26;
GT-RC-35;39.0;330.74;59.25;
GT-RC-15;18.0;326.88;59.23;
GT-RC-35;33.0;331.08;59.23;
GT-RC-36;78.0;322.24;59.21;
GT-RC-15;60.0;327.81;59.18;
GT-RC-35;57.0;330.04;59.18;
GT-RC-35;24.0;331.32;59.17;
GT-RC-35;45.0;330.25;59.17;
GT-RC-13;63.0;331.54;59.16;
GT-RC-13;57.0;331.62;59.15;
GT-RC-15;63.0;327.9;59.14;
GT-RC-36;96.0;321.56;59.12;
GT-RC-35;15.0;330.45;59.09;
GT-RC-36;90.0;321.7;59.08;
GT-RC-11;39.0;333.67;59.07;
GT-RC-35;18.0;330.94;59.07;
GT-RC-11;63.0;336.13;59.04;
GT-RC-15;64.01;327.95;59.04;
GT-RC-35;51.0;330.17;59.03;
GT-RC-11;42.0;334.95;58.94;
GT-RC-11;63.97;336.12;58.9;
GT-RC-35;27.0;331.23;58.9;
GT-RC-15;21.0;326.78;58.86;
GT-RC-35;21.0;331.1;58.85;
GT-RC-11;54.0;336.52;58.84;
GT-RC-28;48.0;332.49;58.84;
GT-RC-37;75.0;323.95;58.7;
GT-RC-11;45.0;334.86;58.67;
GT-RC-15;54.0;328.14;58.66;
GT-RC-28;51.0;332.61;58.64;
GT-RC-11;48.0;336.01;58.63;
GT-RC-11;57.0;336.48;58.59;
GT-RC-15;24.0;326.22;58.58;
GT-RC-15;57.0;328.21;58.54;
GT-RC-15;48.0;327.63;58.45;
GT-RC-11;51.0;336.07;58.44;
GT-RC-28;42.0;332.49;58.38;
GT-RC-15;51.0;327.78;58.26;
GT-RC-15;27.0;326.04;58.22;
GT-RC-28;45.0;332.56;58.08;
GT-RC-37;80.0;323.99;58.07;
GT-RC-28;36.0;332.3;58.04;
GT-RC-15;30.0;326.35;57.94;
GT-RC-28;0.0;330.2;57.79;
GT-RC-15;42.0;327.2;57.73;
GT-RC-28;39.0;332.39;57.69;
GT-RC-15;33.0;326.28;57.66;
GT-RC-15;45.0;327.28;57.64;
GT-RC-37;85.0;323.88;57.64;
GT-RC-15;36.0;326.6;57.59;
GT-RC-28;30.0;331.59;57.59;
GT-RC-28;3.0;330.3;57.52;
GT-RC-28;33.0;331.65;57.39;
GT-RC-15;39.0;326.75;57.3;
GT-RC-37;90.0;323.9;57.29;
GT-RC-28;24.0;331.18;57.26;
GT-RC-28;6.0;330.33;57.25;
GT-RC-37;95.0;324.11;57.25;
GT-RC-37;99.23;323.72;57.16;
GT-RC-28;27.0;331.2;56.93;
GT-RC-28;9.0;330.36;56.92;
GT-RC-28;18.0;330.93;56.71;
GT-RC-28;12.0;330.38;56.6;
GT-RC-28;21.0;330.91;56.55;
GT-RC-28;15.0;330.58;56.33;
GT-RC-10;0.0;332.77;56.19;
GT-RC-10;42.0;332.71;55.99;
GT-RC-10;6.0;333.21;55.91;
GT-RC-10;3.0;332.82;55.89;
GT-RC-06;0.0;331.65;55.83;
GT-RC-10;45.0;332.72;55.75;
GT-RC-10;45.17;332.72;55.74;
GT-RC-10;9.0;333.11;55.6;
GT-RC-09;0.0;332.95;55.5;
GT-RC-10;12.0;333.46;55.5;
GT-RC-06;3.0;331.76;55.49;
GT-RC-06;6.0;332.13;55.46;
GT-RC-10;36.0;333.2;55.45;
GT-RC-09;6.0;332.67;55.39;
GT-RC-09;12.0;332.72;55.25;
GT-RC-06;12.0;332.16;55.2;
GT-RC-10;39.0;333.12;55.2;
GT-RC-10;15.0;333.43;55.17;
GT-RC-09;24.0;333.25;55.16;
GT-RC-09;3.0;333.06;55.14;
GT-RC-06;9.0;332.03;55.13;
GT-RC-09;9.0;332.78;55.1;
GT-RC-09;18.0;332.64;55.09;
GT-RC-09;15.0;332.65;55.02;
GT-RC-10;18.0;333.37;55.0;
GT11;0.0;340.0;55.0;
GTCis19;0.0;340.0;55.0;
GT-RC-10;30.0;333.43;54.95;
GT-RC-06;30.0;332.21;54.94;
GT-RC-06;24.0;332.14;54.91;
GT-RC-06;15.0;332.32;54.89;
GT-RC-10;24.0;333.43;54.89;
GT-RC-06;18.0;332.07;54.88;
GT-RC-09;30.0;334.09;54.87;
GT-RC-09;21.0;332.71;54.8;
GT-RC-06;27.0;332.2;54.77;
GT-RC-10;33.0;333.38;54.72;
GT-RC-06;21.0;332.22;54.71;
GT-RC-10;21.0;333.47;54.7;
GT-RC-09;36.0;334.98;54.66;
GT-RC-09;27.0;333.46;54.64;
GT-RC-09;33.0;334.28;54.54;
GT-RC-06;33.0;332.09;54.53;
GT-RC-10;27.0;333.4;54.5;
GT-RC-09;42.0;335.33;54.48;
GT-RC-08;0.0;334.78;54.37;
GT-RC-09;39.0;334.93;54.36;
GT-RC-06;33.93;332.06;54.3;
GT-RC-08;6.0;335.26;54.11;
GT-RC-09;45.0;335.27;54.11;
GT-RC-08;3.0;334.92;53.99;
GT-RC-08;12.0;335.86;53.81;
GT-RC-08;9.0;335.36;53.77;
GT-RC-09;60.0;335.56;53.77;
GT-RC-09;48.0;335.37;53.76;
GT-RC-08;18.0;336.46;53.64;
GT-RC-09;63.0;335.44;53.55;
GT-RC-09;63.12;335.44;53.53;
GT-RC-08;24.0;336.52;53.52;
GT-RC-09;51.0;335.43;53.52;
GT-RC-08;42.0;336.27;53.46;
GT-RC-08;15.0;335.78;53.43;
GT-RC-09;54.0;335.54;53.39;
GT-RC-08;21.0;336.4;53.35;
GT-RC-08;27.0;336.66;53.24;
GT-RC-09;57.0;335.61;53.24;
GT-RC-08;30.0;336.48;53.23;
GT-RC-08;45.0;336.13;53.18;
GT-RC-08;45.64;336.08;53.04;
GT-RC-08;33.0;336.41;53.03;
GT-RC-08;36.0;336.33;52.93;
GT-RC-08;39.0;336.23;52.71;
GT-FARW-ZE-R1;0.0;339.0;45.0;
GT-FARW-ZE-R2;0.0;339.0;45.0;
GT-FARW-ZE-R3;0.0;339.0;45.0;
GT-FARW-ZE-R4;0.0;339.0;45.0;
GT-FARW-ZE-R5;0.0;339.0;45.0;
GT-FARW-ZE-R6;0.0;339.0;45.0;
GT-FARW-ZE-R7;0.0;339.0;45.0;
GT-FARW-ZE-R8;0.0;339.0;45.0;
GT-FARW-ZE-R9;0.0;339.0;45.0;
GT-FARW-ZE-R10;0.0;339.0;45.0;
GT-FARW-ZE-R11;0.0;339.0;45.0;
GT-FARW-ZE-R12;0.0;339.0;45.0;
GT-FARW-ZE-R13;0.0;339.0;45.0;
GT-FARW-ZE-R14;0.0;339.0;45.0;
GT-FARW-ZE-R15;0.0;339.0;45.0;
GT-FARW-ZE-R16;0.0;339.0;45.0;
GT-FARW-ZE-R17;0.0;339.0;45.0;
GT-FARW-ZE-R18;0.0;339.0;45.0;
GT-FARW-ZE-R19;0.0;339.0;45.0;
GT-FARW-ZE-R20;0.0;339.0;45.0;
GT-FARW-ZE-R21;0.0;339.0;45.0;
GT-FARW-ZE-R22;0.0;339.0;45.0;
GT-FARW-ZE-R23;0.0;339.0;45.0;
GT-FARW-ZE-R24;0.0;339.0;45.0;
GT-FARW-ZE-R25;0.0;339.0;45.0;
GT-FARW-ZE-R26;0.0;339.0;45.0;
GT-FARW-ZE-R27;0.0;339.0;45.0;
GT-FARW-ZE-R28;0.0;339.0;45.0;
GT-FARW-ZE-R29;0.0;339.0;45.0;
GT-FARW-ZE-R30;0.0;339.0;45.0;
GT-FARW-ZE-R31;0.0;339.0;45.0;
GT-FARW-ZE-R32;0.0;339.0;45.0;
GT-FARW-ZE-R33;0.0;339.0;45.0;
GT-FARW-ZE-R34;0.0;339.0;45.0;
GT-FARW-ZE-R35;0.0;339.0;45.0;
GT-FARW-ZE-R36;0.0;339.0;45.0;
GT-FARW-ZE-R37;0.0;339.0;45.0;
GT-FARW-ZE-R38;0.0;339.0;45.0;
GT-FARW-ZE-R39;0.0;339.0;45.0;
GT-FARW-ZE-R40;0.0;339.0;45.0;
GT-FARW-ZE-R41;0.0;339.0;45.0;
GT-FARW-ZE-R42;0.0;339.0;45.0;
GT-FARW-ZE-R43;0.0;339.0;45.0;
GT-FARW-ZE-R44;0.0;339.0;45.0;
GT-FARW-ZE-R45;0.0;339.0;45.0;
GT-40taille4TRE25;0.0;340.0;42.0;
GT-40taille4TRE26;0.0;340.0;42.0;
GT-40taille4TRE27;0.0;340.0;42.0;
GT-40taille4TRE28;0.0;340.0;42.0;
GT-40taille4TRE29;0.0;340.0;42.0;
GT-40taille4TRE30;0.0;340.0;42.0;
GT-40taille4TRE31;0.0;340.0;42.0;
GT-40taille4TRE32;0.0;340.0;42.0;
GT-40taille4TRE33;0.0;340.0;42.0;
GT-40taille4TRE34;0.0;340.0;42.0;
GT-40taille4TRE35;0.0;340.0;42.0;
GT-40taille4TRE36;0.0;340.0;42.0;
GT-40taille4TRE37;0.0;340.0;42.0;
GT-40taille4TRE38;0.0;340.0;42.0;
GT-40taille4TRE39;0.0;340.0;42.0;
GT-40taille4TRE40;0.0;340.0;42.0;
GT-40taille4TRE41;0.0;340.0;42.0;
GT-40taille4TRE42;0.0;340.0;42.0;
GT-40taille4TRE43;0.0;340.0;42.0;
GT-40taille4TRE44;0.0;340.0;42.0;
GT-40taille4TRE45;0.0;340.0;42.0;
GT-40taille4TRE46;0.0;340.0;42.0;
GT-40taille4TRE47;0.0;340.0;42.0;
GT-40taille4TRE48;0.0;340.0;42.0;
GT-40taille4TRE49;0.0;340.0;42.0;
GT-40taille4TRE50;0.0;340.0;42.0;
GT-40taille4TRE51;0.0;340.0;42.0;
GT-40taille4TRE52;0.0;340.0;42.0;
GT-40taille4TRE53;0.0;340.0;42.0;
GT-40taille4TRE54;0.0;340.0;42.0;
GT-40taille4TRE55;0.0;340.0;42.0;
GT-40taille4TRE56;0.0;340.0;42.0;
GT-40taille4TRE20;0.0;340.0;40.0;
GT-40taille4TRE21;0.0;340.0;40.0;
GT-40taille4TRE22;0.0;340.0;40.0;
GT-40taille4TRE23;0.0;340.0;40.0;
GT-40taille4TRE24;0.0;340.0;40.0;
GT-ZE-TRE-FR13;0.0;339.0;32.0;
GT-ZE-TRE-FR14;0.0;339.0;32.0;
GT-ZE-TRE-FR15;0.0;339.0;32.0;
GT-ZE-TRE-FR16;0.0;339.0;32.0;
GT-ZE-TRE-FR17;0.0;339.0;32.0;
GT-ZE-TRE-FR18;0.0;339.0;32.0;
GT-ZE-TRE-FR19;0.0;339.0;32.0;
GT-ZE-TRE-FR1;0.0;339.0;30.0;
GT-ZE-TRE-FR2;0.0;339.0;30.0;
GT-ZE-TRE-FR3;0.0;339.0;30.0;
GT-ZE-TRE-FR4;0.0;339.0;30.0;
GT-ZE-TRE-FR5;0.0;339.0;30.0;
GT-ZE-TRE-FR6;0.0;339.0;30.0;
GT-ZE-TRE-FR7;0.0;339.0;30.0;
GT-ZE-TRE-FR8;0.0;339.0;30.0;
GT-ZE-TRE-FR9;0.0;339.0;30.0;
GT-ZE-TRE-FR10;0.0;339.0;30.0;
GT-ZE-TRE-FR11;0.0;339.0;30.0;
GT-ZE-TRE-FR12;0.0;339.0;30.0;
GT-ZE-TRE-FR25;0.0;339.0;30.0;
GT-ZE-TRE-FR26;0.0;339.0;30.0;
